dataset,quarter,method,method_label,N,T,VAL_SIZE,IN_SAMPLE_CV_TRAIN_N,internal_CV_mean,NUM_ITER,sddp_iterations_run,selected_gmm_K,selected_gmm_reg_covar,selected_nw_kernel,selected_nw_bandwidth,best_eps,VAL_mean,OOS_mean,p10,p90,neural_variant,NUM_NEURAL_CUTS,NEURAL_REFINEMENT_ITER,nn_train_device,nn_teacher_reused,runtime_total_seconds,time_transition_seconds,time_eps_tuning_seconds,time_sddp_solve_seconds,time_VAL_eval_seconds,time_validation_eval_seconds,time_test_eval_seconds,time_nn_teacher_sddp_seconds,time_nn_training_seconds,time_nn_prediction_seconds,time_nn_final_forward_seconds,time_nn_total_with_teacher_seconds,time_nn_inference_excluding_teacher_seconds
OH,1,GMM,GMM-DRO,39,7,9,30,-4.283963860608044,100,100,"1,1,1,1,1,1,1","44942.1,38706.1,33647.1,18005.9,20714.7,36321.8,20577.8",,,0.05,-6.440114777882377,-7.562926908341175,-14.37409994316849,-2.088649284992958,,,,,,885.7321187760681,93.4328848272562,583.6653100289404,750.934799157083,11.485666932538152,11.485666932538152,28.378953486680984,,,,,,
OH,1,IND,IND,39,7,9,,,100,100,,,,,0,-6.228965056571874,-7.240573086830711,-13.834282349764027,-1.467585343745495,,,,,,300.60875257849693,6.258487701416016e-05,0.0,276.86943918280303,2.5735649559646845,2.5735649559646845,21.16434360295534,,,,,,
OH,1,NW,NW-DRO,39,7,9,30,-4.291797154134274,100,100,,,exp_mahalanobis_product,1.0,0.05,-6.3913075717319545,-7.491175442045287,-14.325673944292864,-1.7468830177964456,,,,,,1097.1445494573563,0.700447091832757,879.9271451868117,1044.7264418192208,21.94064375758171,21.94064375758171,26.467536315321922,,,,,,
OH,1,NN,N-SDDP,39,7,9,,,100,0,,,,,0,-6.08922287431932,-7.136706217470043,-13.996201855544937,-1.1060713420222639,fast,16,0,cuda,True,18.06132754124701,5.0457194447517395e-05,0.0,5.28290443494916,1.4505623821169138,1.4505623821169138,10.602104350924492,0.0,0.6263317596167326,0.001033291220664978,5.28290443494916,17.962936218827963,15.886042077094316
OH,2,GMM,GMM-DRO,39,7,9,30,-3.7128171493420563,100,100,"1,1,1,1,1,1,1","14211.8,7557.82,15976,10209.7,8524.14,45487.2,55644.4",,,0.001,-4.67879527332028,-4.107995858890913,-7.465708056541223,-1.0007971941093474,,,,,,787.8886722549796,91.59790181741118,550.8126917593181,662.8405455313623,9.298517009243369,9.298517009243369,22.88606983795762,,,,,,
OH,2,IND,IND,39,7,9,,,100,100,,,,,0,-4.730548322220713,-4.089160757745773,-7.401419436307095,-0.9619400074464642,,,,,,271.1135857589543,4.9876049160957336e-05,0.0,247.852107424289,3.0441551078110933,3.0441551078110933,20.21593995206058,,,,,,
OH,2,NW,NW-DRO,39,7,9,30,-3.7133412146375013,100,100,,,exp_mahalanobis_product,5.0,0.001,-4.716618306677004,-4.158367923493174,-7.58807275627032,-1.0674052836561314,,,,,,1146.7333549428731,0.7071489617228508,893.8988960664719,1099.726070612669,21.804071648046374,21.804071648046374,21.109718969091773,,,,,,
OH,2,NN,N-SDDP,39,7,9,,,100,0,,,,,0,-4.726144841350839,-4.066932637527121,-7.345860624343403,-0.9335133930288206,fast,16,0,cuda,True,19.75805915892124,5.677901208400726e-05,0.0,7.096246566623449,1.591470817103982,1.591470817103982,10.829096606001258,0.0,0.22780977934598923,0.0010544843971729279,7.096246566623449,19.74567825347185,17.92639765702188
OH,3,GMM,GMM-DRO,39,7,9,30,-2.377559141648294,100,100,"1,1,1,1,1,1,1","3803.51,12113.4,24610.7,18006.7,7782.49,3656.38,3468.11",,,0.05,-2.9021543938492718,-3.032507636470609,-5.839410698278564,-0.9857822891402053,,,,,,727.7949885800481,74.22471398301423,522.892900891602,626.3689147923142,6.369297869503498,6.369297869503498,19.51294718310237,,,,,,
OH,3,IND,IND,39,7,9,,,100,100,,,,,0,-2.876738842805313,-3.171677299286754,-5.896050729124822,-0.9804614881946743,,,,,,178.6401917859912,5.0067901611328125e-05,0.0,162.71305601857603,1.425983753055334,1.425983753055334,14.499649787321687,,,,,,
OH,3,NW,NW-DRO,39,7,9,30,-2.385918136473028,100,100,,,exp_mahalanobis_product,1.0,0.05,-2.872721925746953,-3.134103555861878,-5.844240420981688,-0.9915262039231467,,,,,,909.3759685661644,0.7059044614434242,740.4695743117481,873.9095395505428,14.204210313037038,14.204210313037038,17.219568859785795,,,,,,
OH,3,NN,N-SDDP,39,7,9,,,100,0,,,,,0,-2.833239528071975,-3.212923668147461,-5.995672654937352,-1.0543537846713205,fast,16,0,cuda,True,16.17365332134068,4.840455949306488e-05,0.0,6.709043582901359,0.7546118348836899,0.7546118348836899,8.489949410781264,0.0,0.20751904509961605,0.0010647103190422058,6.709043582901359,16.16218858398497,15.200057704001665
OH,4,GMM,GMM-DRO,39,7,9,30,-11.877169721541282,100,100,"1,1,1,1,1,1,1","73405.7,77567.3,93842.1,87177.1,96882.5,74940.2,80396.7",,,0.005,-13.47438383538178,-9.00297659267573,-19.02933528258157,-2.5241833633211983,,,,,,1027.7564710248262,94.88447088375688,638.7435910794884,889.5842728130519,11.921480365097523,11.921480365097523,30.039961950853467,,,,,,
OH,4,IND,IND,39,7,9,,,100,100,,,,,0,-13.199312425439048,-8.29502611449748,-19.119523962400088,-0.8855164972361169,,,,,,424.27335727214813,4.764460027217865e-05,0.0,395.8578784633428,3.2668279744684696,3.2668279744684696,25.147167582064867,,,,,,
OH,4,NW,NW-DRO,39,7,9,30,-12.111645016980148,100,100,,,exp_mahalanobis_product,1.0,0.01,-14.729106517912324,-8.680914717980022,-17.99060535388277,-2.382149117739277,,,,,,1346.1791830025613,0.7099013384431601,1064.131532235071,1285.782519986853,26.74597465619445,26.74597465619445,29.695657797157764,,,,,,
OH,4,NN,N-SDDP,39,7,9,,,100,0,,,,,0,-12.454960422647078,-7.9548823040563255,-19.34672273780376,0.15461776791046344,fast,16,0,cuda,True,22.01878366060555,4.8801302909851074e-05,0.0,7.21391735970974,1.9480873085558414,1.9480873085558414,12.657798539847136,0.0,0.18680991232395172,0.0008777957409620285,7.21391735970974,22.00749091617763,19.872593695297837
