N,Trial,K_NF,K_nonNF_GMM,eps_NF_GMM,eps_nonNF_GMM,eps_ResDRO,loss_NF_GMM,loss_nonNF_GMM,loss_ResDRO,loss_RNW,loss_LDR,loss_NN_DR,time_NF_gmm,time_nonNF_gmm,time_ResDRO,time_RNW,time_LDR,time_NN_DR,time_total
100,0,3.0,3.0,0.01,0.05,5.0,13.38313271458274,12.683914642470127,18.17526534335343,14.736148382327226,19.153480366271527,14.297646513585466,1485.3561810869724,1529.2356820199639,179.8517175167799,34.94788130559027,0.00968422181904316,0.25868979282677174,3229.676756752655
100,1,3.0,3.0,1.0,0.09,5.0,4.544611098739282,3.854466085670463,18.395061414319443,16.77843173309981,8.977683402798931,5.984412873641064,1539.7458059955388,1533.623262083158,181.2691216506064,36.303053718060255,0.00815318338572979,0.32141007855534554,3291.2796359378844
100,2,3.0,3.0,0.9,1.0,5.0,14.830036351599087,14.35615441638185,14.72530219630625,14.284467669055774,15.546834830054248,19.207645307949466,1555.9318511858582,1540.781118888408,159.9476919695735,37.478343818336725,0.009867411106824875,0.2666608504951,3294.424905721098
100,3,3.0,3.0,1.0,1.0,0.9,11.916865071883477,11.938179297212447,16.43494305694585,14.585037008630986,22.300292392004994,12.044641148979533,1518.3973414450884,1502.4734821729362,173.74999573640525,42.96362559683621,0.011353148147463799,0.3324680719524622,3237.930180327967
100,4,3.0,3.0,0.01,0.09,5.0,5.921625909746587,10.374090932768043,9.81014207955854,10.13514932131256,17.061836041152027,3.8008236661406603,1578.3553861994296,1582.1541947517544,111.63513799756765,38.1784767434001,0.01046743243932724,0.31081103906035423,3310.6455643642694
100,5,3.0,3.0,0.5,0.5,0.01,4.182962304030104,4.219017153080907,14.021293878329232,9.543740507147959,5.845289391541425,21.230726949603277,1532.255655394867,1541.473912063986,164.13356607221067,32.39027502015233,0.010703012347221375,0.19256869703531265,3270.469460396096
100,6,3.0,3.0,0.05,0.01,5.0,27.323759760941797,26.25709913090811,37.869714320240746,34.807739231566444,46.1632086054236,5.122943687078709,1522.5354306288064,1495.2649241909385,148.87704365700483,37.498191425576806,0.011665411293506622,0.32201671227812767,3204.5102616716176
100,7,3.0,3.0,0.01,0.05,5.0,10.629013166853776,14.306269596492823,34.386093611980186,34.08957140968524,42.8138866727253,9.226636912412266,1521.6938465200365,1530.7214733436704,178.7014311477542,41.71004208177328,0.008619584143161774,0.2407529354095459,3273.0765733961016
100,8,3.0,3.0,1.0,0.5,0.05,19.49588720885728,20.252135317444807,15.617621217936794,15.503079326624379,20.9564138440681,15.70666061378954,1581.7423278838396,1541.1916740816087,135.59318452514708,43.54414536617696,0.00880439579486847,0.41128251142799854,3302.4918431788683
100,9,3.0,3.0,5.0,5.0,0.01,12.008091157422962,11.778609661445168,15.764747488349693,14.74516869538743,11.807972332085138,17.490668070492372,1493.9928583614528,1553.2678699307144,163.76439618878067,42.11573495529592,0.00866372138261795,0.3914098013192415,3253.54205311276
100,10,3.0,3.0,0.01,0.09,5.0,3.516244351728804,3.843877166709161,14.461505696170828,14.0959110210436,4.477903924881497,11.19856189785943,1494.4597858581692,1480.9106670562178,162.4931907840073,41.99549638852477,0.0076617952436208725,0.33994469605386257,3180.20778411068
100,11,3.0,3.0,1.0,1.0,0.01,9.599662138027524,8.971170754296834,6.081076523820251,5.968554836890588,7.261217505922371,6.059844779270553,1591.8835341632366,1565.8750034514815,119.56171133555472,33.73095524124801,0.012104971334338188,0.28358564898371696,3311.351375216618
100,12,3.0,3.0,1.0,5.0,0.01,9.107439560038024,16.70881166534706,4.409413033071733,5.4713363662623555,5.059539003800502,10.655162395055534,1597.7296412903816,1490.538541564718,161.86985564045608,44.144840529188514,0.02401104010641575,0.2666597794741392,3294.574531916529
100,13,3.0,3.0,0.01,0.05,0.09,12.922564724854935,12.982396617096276,16.481505528094758,14.391453911331357,17.060131927498897,22.020547776794544,1456.9950398299843,1502.211537785828,169.0674425009638,35.86971283145249,0.008290093392133713,0.5427656285464764,3164.6958773564547
100,14,3.0,3.0,0.01,0.01,5.0,4.155526308375779,13.813121651179884,10.814656515229727,11.464979144486648,17.470556272518362,3.7356000902295636,1482.870385747403,1506.2711709346622,188.5515337791294,39.60564908571541,0.007965831086039543,0.5081662610173225,3217.818881023675
100,15,3.0,3.0,1.0,0.9,5.0,4.398007946342453,11.447585503447424,6.731184709954162,8.788554364862874,12.682910924208851,5.394045181901447,1562.4742631949484,1514.5811406243593,179.48529737628996,36.66834595799446,0.013733858242630959,0.3185808379203081,3293.5456244479865
100,16,3.0,3.0,1.0,0.5,5.0,5.475835614608117,5.35658543311954,16.640901006860165,15.050857063320384,10.316576258992285,22.296843681355536,1482.0954400151968,1567.8535141479224,159.25299722328782,43.21648160740733,0.0088775884360075,0.26805488020181656,3252.697338534519
100,17,3.0,3.0,0.5,0.1,0.01,3.4645484171434857,3.464550507386937,14.93089246622075,11.375349769098046,4.399216158448249,6.154926003859283,1490.3006362952292,1524.848798122257,183.10560299269855,43.08488065190613,0.00759739987552166,0.40901157073676586,3241.757262257859
100,18,3.0,3.0,0.01,0.1,5.0,3.7335084466636834,3.755249409134117,19.04399550727781,18.07666825484419,4.0708320759201255,10.489351257674974,1609.8269769120961,1585.4603278096765,82.56593713536859,42.37464415282011,0.01066073589026928,0.21807721443474293,3320.4576634019613
100,19,3.0,3.0,0.01,0.01,5.0,15.276616907991276,14.960309080015277,14.81400356164089,14.885276578652132,15.880398763728852,19.565618222466057,1540.4334537684917,1508.1504895798862,167.96841924451292,40.99130400642753,0.007379397749900818,0.3173228967934847,3257.8706149831414
100,20,3.0,3.0,0.01,0.09,5.0,10.921367011528229,12.339528639833059,18.06789438182855,20.274940407153533,23.157202369789925,4.092442621711598,1553.2095051705837,1535.6857680324465,157.3591795321554,43.651816392317414,0.011111641302704811,0.5770643968135118,3290.5028627645224
100,21,3.0,3.0,0.01,0.01,0.01,23.824438853072166,26.145250074003815,30.710661538205873,29.878888850820545,35.67582020018083,4.980380892019105,1482.4874232038856,1537.6466525327414,189.5814462993294,37.50372885726392,0.011422643437981606,0.581218121573329,3247.81788607873
100,22,3.0,3.0,1.0,1.0,0.05,5.259199422133558,5.636087543687034,15.65663495460175,12.797313348047249,6.658226654312905,13.729032876725888,1557.5670963730663,1526.9040015488863,159.70505384355783,42.14180329069495,0.011203210800886154,0.4747137986123562,3286.8044689353555
100,23,3.0,3.0,0.5,0.5,0.01,7.247754105095721,11.707361886471798,20.01031744993446,17.601712367185932,24.706329172387242,3.4116932503190958,1494.0401281509548,1536.7221654355526,180.93561906181276,49.83952762000263,0.011449355632066727,0.5572094842791557,3262.11203651689
