N,Trial,K_NF,K_nonNF_GMM,eps_NF_GMM,eps_nonNF_GMM,eps_ResDRO,loss_NF_GMM,loss_nonNF_GMM,loss_ResDRO,loss_RNW,loss_LDR,loss_NN_DR,time_NF_gmm,time_nonNF_gmm,time_ResDRO,time_RNW,time_LDR,time_NN_DR,time_total
100,0,3.0,3.0,0.01,0.09,5.0,51.03089490632286,54.0346946626067,48.30712295174873,45.99292062725839,46.29011342694858,55.49729835263323,1566.2256463952363,1481.9678410701454,165.51723037660122,61.3433244060725,0.011777341365814209,0.6372448839247227,3275.7047722358257
100,1,3.0,3.0,1.0,0.1,5.0,17.979570914441283,18.289479864549598,21.244530148766245,18.13690949091229,21.25668891500313,20.09071593642132,1490.9832202158868,1538.3494611810893,180.79181982018054,53.723462253808975,0.025755111128091812,0.6540029384195805,3264.5342381130904
100,2,3.0,3.0,1.0,0.05,5.0,4.636766150376172,5.083881199752209,20.28440631007616,3.983123849785328,4.245228974998119,39.67418275824395,1501.6482935864478,1559.6633862052113,156.70995443314314,63.577156672254205,0.03666060045361519,0.3886123523116112,3282.0254481695592
100,3,3.0,3.0,0.9,0.9,0.5,8.649469605211857,8.588014275874338,30.31781646287816,5.965561074764846,8.797690579202035,69.54606114300951,1528.5990873500705,1481.1818040162325,183.10984489694238,51.3309550601989,0.02887449599802494,0.5732220858335495,3244.829496504739
100,4,3.0,3.0,0.01,0.01,0.9,9.254045892734693,7.539037165995214,12.183513509822655,9.164760658186818,9.038263452176448,13.334088670783396,1538.242343923077,1497.7207200415432,163.38630774989724,56.62611626088619,0.030128242447972298,0.32681351713836193,3256.33349160105
100,5,3.0,3.0,0.01,0.01,0.9,10.80551085224202,14.89131262794841,9.486386841936364,30.819141497541796,29.563875539284005,23.476164837044454,1519.6751373708248,1464.595920400694,178.688307357952,63.644392278045416,0.026626156643033028,0.5174822192639112,3227.1505099348724
100,6,3.0,3.0,0.01,0.01,0.09,7.214613976616234,5.761897293061234,27.397597890537497,6.402272527795415,5.652167146240378,25.47464820197261,1580.5757967159152,1525.476099256426,118.82367803156376,62.05155072361231,0.01811666041612625,0.3620617017149925,3287.3083477802575
100,7,3.0,3.0,5.0,5.0,0.09,13.296585865213533,16.138073086817215,32.07934945709564,5.778261807278517,7.940776919908135,48.55665404595585,1496.173156067729,1535.7661386020482,158.1231812313199,67.74064426124096,0.01380874216556549,0.3649707157164812,3258.1907270457596
100,8,3.0,3.0,0.01,0.05,0.01,8.69873967872036,9.4399944908391,31.631305716151818,7.102819433371782,9.779639194554223,173.21215959597578,1514.1604565866292,1535.5382443517447,155.63821257650852,70.14683576859534,0.03099856525659561,0.6182263530790806,3276.1380136404186
100,9,3.0,3.0,1.0,0.09,5.0,15.656745417175538,15.437963579538502,23.420503863017153,15.649338881174867,18.775393906115102,17.475989038328315,1566.0328808128834,1584.9147151559591,91.96354006044567,62.71047202125192,0.018224015831947327,0.7899107113480568,3306.430443432182
100,10,3.0,3.0,0.01,0.09,0.5,59.91182133135685,60.058290853195224,60.0116173145473,59.995662719078226,59.804856850911726,59.97596296003133,1562.0069549791515,1612.9070218484849,80.68596732616425,60.94422188214958,0.020785998553037643,0.5010145250707865,3317.06666052714
100,11,3.0,3.0,0.01,0.01,5.0,15.49708420025808,15.264174938536298,19.51875251152016,14.840140292774011,18.351626673135982,15.506100862816997,1559.1997278891504,1517.0573150739074,142.7082313913852,66.5982162039727,0.0410015806555748,0.49183520302176476,3286.097338013351
100,12,3.0,3.0,0.01,0.09,0.05,54.99493158826351,43.72568245126166,43.077066541625236,63.91527201696819,61.47427120945414,41.06122900303341,1567.4984104074538,1616.7428958304226,66.44890831038356,67.65631976909935,0.03242461942136288,0.6511821411550045,3319.0311723221093
100,13,3.0,3.0,0.01,0.01,5.0,19.523687427627923,19.667244870153358,19.525621424288218,20.276987077336123,21.67590251857962,19.528016721674373,1548.2220846936107,1566.6704503670335,123.34187244065106,61.27760854549706,0.04173772782087326,1.082815846428275,3300.63805777207
100,14,3.0,3.0,0.01,0.05,5.0,31.311460831097566,49.2051005580185,42.720404743004174,68.30748245382942,65.88513891989977,79.5137985562818,1549.3864588607103,1543.1382261421531,136.3619459439069,62.43647951260209,0.026576612144708633,0.5441940482705832,3291.8960779402405
100,15,3.0,3.0,0.01,0.01,5.0,5.099315684934195,6.310682737703442,23.181012480658453,4.31563947149254,4.3942444496472515,15.407436578677487,1496.508378693834,1545.3469946980476,169.82576451078057,69.28728924691677,0.03179115988314152,0.9222965147346258,3281.9239915013313
