Date,Ticker,Action
2002-08-14,MON-20,add
2002-08-14,PALM-20,remove
2002-08-21,VTSS-20,remove
2002-09-03,COC-B,remove
2002-09-04,RAI-20,add
2002-12-12,DGX,add
2002-12-12,TRW-20,remove
2003-02-21,RATL-20,remove
2003-02-24,AN,add
2003-03-14,AIV,add
2003-03-14,AAMRQ-20,remove
2003-03-21,MKC,add
2003-03-21,EHC,remove
2003-03-31,SYMC,add
2003-03-31,HI-20,remove
2003-04-16,FII,add
2003-04-16,PHA-20,remove
2003-07-17,PLD-20,add
2003-07-17,MIR-20,remove
2003-08-20,MHS-20,add
2003-08-20,MDR,remove
2003-09-26,ESRX,add
2003-09-26,QTRN-20,remove
2003-11-13,BIIB,add
2003-11-13,BGEN-20,remove
2004-02-27,MTB,add
2004-02-27,CE-20,remove
2004-03-25,CMX-20,add
2004-03-25,TUP,remove
2004-04-01,ETFC,add
2004-04-01,FBF-20,remove
2004-04-02,ACS-20,add
2004-04-23,MYL,add
2004-04-23,PCS-20,remove
2004-04-29,VLO,add
2004-04-29,JHF-20,remove
2004-05-03,HSP-20,add
2004-05-03,AM-20,remove
2004-07-01,GILD,add
2004-07-01,SOV-20,add
2004-07-01,ONE-20,remove
2004-07-01,UPC-20,remove
2004-08-03,FSH-20,add
2004-08-03,TNB-20,remove
2004-09-01,TPR,add
2004-09-01,CF-20,remove
2004-10-27,CITGQ-20,add
2004-10-27,AWE-20,remove
2004-11-01,LH,add
2004-11-01,SOTR-20,remove
2004-12-01,LLL,add
2004-12-01,WLP-20,remove
2004-12-03,FSL-20,add
2004-12-03,WNDXQ-20,remove
2004-12-20,ASN-20,add
2004-12-20,CBSS-20,add
2004-12-20,FOXA,add
2004-12-20,CR,remove
2004-12-20,DLX,remove
2004-12-20,WOR,remove
2004-12-29,XTO-20,add
2004-12-29,PSFT-20,remove
2005-03-14,NOV,add
2005-03-14,PWER-20,remove
2005-03-28,SHLD,add
2005-03-28,S-20,remove
2005-07-05,DHI,add
2005-07-05,STZ,add
2005-07-05,GLK-20,remove
2005-07-05,VRTS-20,remove
2005-07-22,WFT,add
2005-07-22,TOY-20,remove
2005-08-11,TSN,add
2005-08-11,UCL-20,remove
2005-08-12,VNO,add
2005-08-12,SDS-20,remove
2005-08-15,MUR,add
2005-08-15,NXTL-20,remove
2005-08-19,PSA,add
2005-08-19,DALRQ-20,remove
2005-08-29,MAY-20,remove
2005-08-30,CVH-20,add
2005-10-03,AMP,add
2005-10-03,G-20,remove
2005-10-03,PVN-20,remove
2005-10-04,LEN,add
2005-10-11,PDCO,add
2005-10-11,DPHIQ-20,remove
2005-11-21,AMZN,add
2005-11-21,T-20,remove
2005-12-02,GNW,add
2005-12-02,CPNLQ-20,remove
2005-12-20,SSP,add
2005-12-20,GP-20,remove
2006-01-03,VIAB,add
2006-01-03,WFM-20,add
2006-01-03,KRB-20,remove
2006-01-03,VSTNQ-20,remove
2006-01-04,MERQ-20,remove
2006-01-05,EL,add
2006-02-01,HAR-20,add
2006-02-01,VRSN,add
2006-02-01,RBK-20,remove
2006-02-01,SEBL-20,remove
2006-02-27,BRL-20,add
2006-02-27,SFA-20,remove
2006-03-03,CHK,add
2006-03-03,DCNAQ-20,remove
2006-04-03,BXP,add
2006-04-03,DF,add
2006-04-03,GOOGL,add
2006-04-03,KIM,add
2006-04-03,BR-20,remove
2006-04-03,CIN-20,remove
2006-04-03,JP-20,remove
2006-04-03,MYG-20,remove
2006-04-20,SNDK-20,add
2006-04-20,CHIR-20,remove
2006-04-24,LM,add
2006-04-24,GDT-20,remove
2006-05-18,EQ-20,add
2006-05-18,AMCC-20,remove
2006-06-02,JNPR,add
2006-06-02,ABS-20,remove
2006-06-06,CBH-20,add
2006-06-06,EC-20,remove
2006-06-28,CNX,add
2006-06-28,KRI-20,remove
2006-07-18,WIN,add
2006-07-18,CTB,remove
2006-08-01,H-20,add
2006-08-01,WYND,add
2006-08-01,CAR,remove
2006-08-01,GTW-20,remove
2006-08-11,CME,add
2006-08-11,KMG-20,remove
2006-10-02,SII-20,add
2006-10-02,WU,add
2006-10-02,ANDW-20,remove
2006-10-02,GDW-20,remove
2006-11-06,CELG,add
2006-11-06,ASO-20,remove
2006-11-10,CBRE,add
2006-11-10,FIS,add
2006-11-10,FSH-20,remove
2006-11-10,LPX,remove
2006-11-17,CTSH,add
2006-11-17,ACV-20,remove
2006-11-20,BTUUQ-20,add
2006-11-20,HCA-20,remove
2006-12-01,IAC,add
2006-12-01,STR-20,add
2006-12-01,LU-20,remove
2006-12-01,NFB-20,remove
2006-12-04,DTV-20,add
2006-12-04,FSL-20,remove
2006-12-20,TEX,add
2006-12-20,NAV,remove
2007-01-03,SE-20,add
2007-01-03,BLS-20,remove
2007-01-03,PTC,remove
2007-01-04,ESV,add
2007-01-10,AVB,add
2007-01-10,SBL-20,remove
2007-02-01,CMVT-20,remove
2007-02-02,RL,add
2007-02-12,VAR,add
2007-02-12,EOP-20,remove
2007-02-15,HCBK-20,add
2007-02-15,APCC-20,remove
2007-02-22,TEG-20,add
2007-02-22,PGL-20,remove
2007-03-02,CHRW,add
2007-03-02,HMA-20,remove
2007-03-20,HST,add
2007-03-20,PD-20,remove
2007-03-23,DDR,add
2007-03-23,CMX-20,remove
2007-03-29,ANF,add
2007-03-29,UVN-20,remove
2007-04-02,MDLZ,add
2007-04-02,TSG-20,remove
2007-04-10,AIZ,add
2007-04-10,H-20,remove
2007-05-31,SUNEQ-20,add
2007-05-31,KMI-20,remove
2007-06-01,PCP-20,add
2007-06-01,MEDI-20,remove
2007-07-02,COV-20,add
2007-07-02,DFS,add
2007-07-02,GGP,add
2007-07-02,GGP-20,add
2007-07-02,TEL,add
2007-07-02,ADCT-20,remove
2007-07-02,MEL-20,remove
2007-07-02,PMCS-20,remove
2007-07-02,SANM,remove
2007-07-09,ACAS-20,add
2007-07-09,DG-20,remove
2007-07-12,AKAM,add
2007-07-12,BMET-20,remove
2007-08-27,JEF,add
2007-08-27,KSE-20,remove
2007-09-07,MCHP,add
2007-09-07,CBSS-20,remove
2007-09-25,FDC-20,remove
2007-09-26,ICE,add
2007-09-27,ANDV,add
2007-09-27,MXIM,remove
2007-10-01,TDC,add
2007-10-01,NCR,remove
2007-10-02,EXPE,add
2007-10-02,SLR-20,remove
2007-10-08,NBL,add
2007-10-08,ASN-20,remove
2007-10-10,EXPD,add
2007-10-10,TXU-20,remove
2007-10-25,NYX-20,add
2007-10-25,HLT-20,remove
2007-10-26,JEC,add
2007-10-26,AV-20,remove
2007-10-29,TIE-20,add
2007-10-29,BOL-20,remove
2007-11-09,POM-20,add
2007-11-09,HCR-20,remove
2007-11-16,MTW,add
2007-11-16,TEK-20,remove
2007-11-19,AMT,add
2007-11-19,AT-20,remove
2007-12-14,GME,add
2007-12-14,DJ-20,remove
2007-12-21,RRC,add
2007-12-21,TRB-20,remove
2007-12-31,GHC,add
2007-12-31,TIN-20,remove
2008-01-02,TSS,add
2008-01-02,SNV,remove
2008-01-29,CAM-20,add
2008-01-29,HET-20,remove
2008-03-31,HCP,add
2008-03-31,PM,add
2008-03-31,CBH-20,remove
2008-03-31,CCTYQ-20,remove
2008-06-02,ISRG,add
2008-06-02,BSC-20,remove
2008-06-06,SWN,add
2008-06-06,TT-20,remove
2008-06-11,LO-20,add
2008-06-11,ABKFQ-20,remove
2008-06-23,COG,add
2008-06-23,MEE-20,add
2008-06-23,BC,remove
2008-06-23,OMX-20,remove
2008-07-01,AKS,add
2008-07-01,SNI-20,add
2008-07-01,CFC-20,remove
2008-07-01,SSP,remove
2008-07-18,MA,add
2008-07-18,CB,remove
2008-07-31,DVA,add
2008-07-31,CCU-20,remove
2008-08-21,IVZ,add
2008-08-21,IAC,remove
2008-08-26,EDS-20,remove
2008-08-27,CF,add
2008-09-11,FMCC,remove
2008-09-11,FNMA,remove
2008-09-15,CRM,add
2008-09-15,FAST,add
2008-09-17,LEHMQ-20,remove
2008-09-22,HRS,add
2008-09-23,SAF-20,remove
2008-09-24,PXD,add
2008-09-30,APH,add
2008-09-30,WAMUQ-20,remove
2008-09-30,WEN-20,remove
2008-10-02,FLS,add
2008-10-07,KDP,add
2008-10-07,WWY-20,remove
2008-10-22,NDAQ,add
2008-10-22,DDS,remove
2008-10-31,WEC,add
2008-10-31,MTG,remove
2008-11-06,SJM,add
2008-11-06,TEX,remove
2008-11-11,UIS,remove
2008-11-13,PBCT,add
2008-11-13,GGP,remove
2008-11-13,GGP-20,remove
2008-11-14,WYNN,add
2008-11-14,XRAY,add
2008-11-14,ASH,remove
2008-11-14,HPC-20,remove
2008-11-17,CEPH-20,add
2008-11-18,BUD-20,remove
2008-11-19,SRCL,add
2008-11-24,LIFE-20,add
2008-11-24,ABI-20,remove
2008-12-02,DNB,add
2008-12-02,KATE-20,remove
2008-12-05,RSG,add
2008-12-05,AW-20,remove
2008-12-19,EQT,add
2008-12-19,RIG,remove
2008-12-23,MFE-20,add
2008-12-23,BRL-20,remove
2009-01-02,FLIR,add
2009-01-02,OI,add
2009-01-02,SCG,add
2009-01-02,MER-20,remove
2009-01-02,NCC-20,remove
2009-01-02,WB-20,remove
2009-01-06,IRM,add
2009-01-06,UST-20,remove
2009-01-30,WELL,add
2009-01-30,SOV-20,remove
2009-02-26,DO,add
2009-02-26,WFT,remove
2009-03-04,HRL,add
2009-03-04,VTR,add
2009-03-04,ACAS-20,remove
2009-03-04,JNY-20,remove
2009-03-17,ES,add
2009-03-17,JCI,remove
2009-03-27,ORLY,add
2009-03-27,NE,remove
2009-03-30,TWC-20,add
2009-03-30,DDR,remove
2009-04-02,DNR,add
2009-04-02,ROH-20,remove
2009-06-03,MTLQQ-20,remove
2009-06-05,FTI-20,add
2009-06-05,COV-20,remove
2009-06-09,ATGE,add
2009-06-26,TEL,remove
2009-06-30,TMUS,add
2009-07-01,PWR,add
2009-07-01,WDC,add
2009-07-01,EQ-20,remove
2009-07-01,IR,remove
2009-07-27,RHT,add
2009-07-27,CITGQ-20,remove
2009-08-19,FMC,add
2009-08-19,CTX-20,remove
2009-09-01,CFN-20,add
2009-09-01,MTW,remove
2009-09-09,ARG-20,add
2009-09-09,CBE-20,remove
2009-10-16,FSLR,add
2009-10-16,WYE-20,remove
2009-11-04,SGP-20,remove
2009-11-06,BKNG,add
2009-12-21,CLF,add
2009-12-21,LDOS,add
2009-12-21,MJN-20,add
2009-12-21,ROST,add
2009-12-21,V,add
2009-12-21,CIEN,remove
2009-12-21,CVG,remove
2009-12-21,DYN-20,remove
2009-12-21,KBH,remove
2009-12-21,MBI,remove
2009-12-23,ROP,add
2009-12-23,ESV,remove
2010-01-27,JAVA-20,remove
2010-01-29,NRG,add
2010-02-08,URBN,add
2010-02-08,ACS-20,remove
2010-02-16,BRK-B,add
2010-02-16,BNI-20,remove
2010-02-26,RX-20,remove
2010-03-01,DISCA,add
2010-03-01,HP,add
2010-03-01,PBG-20,remove
2010-03-15,OKE,add
2010-03-15,BDK-20,remove
2010-04-29,BJS-20,remove
2010-04-30,CERN,add
2010-06-28,KMX,add
2010-06-28,XTO-20,remove
2010-07-01,QEP,add
2010-07-01,STR-20,remove
2010-07-15,CB,add
2010-07-15,MIL-20,remove
2010-08-27,JCI,add
2010-08-27,SII-20,remove
2010-11-17,IR,add
2010-11-17,PTV-20,remove
2010-12-20,CVC-20,add
2010-12-20,FFIV,add
2010-12-20,NFLX,add
2010-12-20,NFX,add
2010-12-20,EKDKQ-20,remove
2010-12-20,KG-20,remove
2010-12-20,NYT,remove
2010-12-20,ODP,remove
2011-01-04,MMI-20,add
2011-01-04,MDP,remove
2011-01-18,NE,add
2011-01-18,QLGC-20,remove
2011-02-28,JOY-20,add
2011-02-28,AYE-20,remove
2011-03-01,COV-20,add
2011-03-01,MFE-20,remove
2011-04-01,EW,add
2011-04-01,Q-20,remove
2011-04-04,BLK,add
2011-04-04,GENZ-20,remove
2011-04-28,CMG,add
2011-04-28,NOVL-20,remove
2011-06-02,ANRZQ-20,add
2011-06-02,MEE-20,remove
2011-06-03,PLD,add
2011-06-03,PLD-20,remove
2011-07-01,MPC,add
2011-07-01,RSHCQ-20,remove
2011-07-06,ACN,add
2011-07-06,MI-20,remove
2011-09-26,MOS,add
2011-09-26,NSM-20,remove
2011-10-14,CEPH-20,remove
2011-10-17,TEL,add
2011-11-01,XYL,add
2011-11-01,ITT,remove
2011-11-23,CBE-20,add
2011-11-23,JNS-20,remove
2011-12-12,GAS-20,remove
2011-12-13,GAS-20,add
2011-12-19,BWA,add
2011-12-19,DLTR,add
2011-12-19,PRGO,add
2011-12-19,AKS,remove
2011-12-19,MWW-20,remove
2011-12-19,SUNEQ-20,remove
2011-12-21,TRIP,add
2011-12-21,TLAB-20,remove
2012-01-03,WPX,add
2012-01-03,CPWR-20,remove
2012-03-13,CCI,add
2012-03-13,CEG-20,remove
2012-04-02,MHS-20,remove
2012-04-04,FOSL,add
2012-05-01,PSX,add
2012-05-01,SVU,remove
2012-05-22,MMI-20,remove
2012-05-25,ALXN,add
2012-05-25,KMI,add
2012-05-25,EP-20,remove
2012-06-05,LRCX,add
2012-06-05,NVLS-20,remove
2012-06-29,MNST,add
2012-06-29,HSH-20,remove
2012-07-02,STX,add
2012-07-02,PGN-20,remove
2012-07-27,GR-20,remove
2012-07-31,ESV,add
2012-09-05,LYB,add
2012-09-05,SHLD,remove
2012-10-01,PNR,add
2012-10-01,ATGE,remove
2012-10-01,LXK-20,remove
2012-10-02,ADT-20,add
2012-10-02,KRFT-20,add
2012-10-02,ANRZQ-20,remove
2012-10-05,PETM-20,add
2012-10-05,SUN-20,remove
2012-12-03,DG,add
2012-12-03,CBE-20,remove
2012-12-12,GRMN,add
2012-12-12,RRD,remove
2012-12-24,APTV,add
2012-12-24,TIE-20,remove
2013-01-02,ABBV,add
2013-01-02,FII,remove
2013-02-14,PVH,add
2013-02-14,BIG,remove
2013-05-01,REGN,add
2013-05-01,TMUS,remove
2013-05-07,CVH-20,remove
2013-05-09,MAC,add
2013-05-24,KSU,add
2013-05-24,DF,remove
2013-06-07,GM,add
2013-06-07,HNZ-20,remove
2013-06-24,ZTS,add
2013-06-24,FHN,remove
2013-07-01,NWSA,add
2013-07-01,APOL-20,remove
2013-07-09,NLSN,add
2013-07-09,S,remove
2013-09-11,DAL,add
2013-09-11,BMC-20,remove
2013-09-23,AME,add
2013-09-23,VRTX,add
2013-09-23,AMD,remove
2013-09-23,LDOS,remove
2013-10-29,RIG,add
2013-10-29,DELL-20,remove
2013-11-13,KORS,add
2013-11-13,NYX-20,remove
2013-12-02,ALLE,add
2013-12-02,JCP,remove
2013-12-09,MOLX-20,remove
2013-12-10,GGP,add
2013-12-10,GGP-20,add
2013-12-23,ADS,add
2013-12-23,FB,add
2013-12-23,MHK,add
2013-12-23,ANF,remove
2013-12-23,TER,remove
2013-12-23,VIAV,remove
2014-01-24,TSCO,add
2014-01-24,LIFE-20,remove
2014-03-24,GMCR-20,add
2014-03-24,WPX,remove
2014-04-02,ESS,add
2014-04-02,CLF,remove
2014-04-03,GOOG,add
2014-05-01,NAVI,add
2014-05-01,UAA,add
2014-05-01,BEAM-20,remove
2014-05-01,SLM,remove
2014-05-07,LSI-20,remove
2014-05-08,AVGO,add
2014-06-20,XEC,add
2014-06-20,IGT-20,remove
2014-07-01,AMG,add
2014-07-01,FRX-20,remove
2014-07-02,MLM,add
2014-07-02,X,remove
2014-08-07,DISCK,add
2014-08-19,MNK,add
2014-08-19,RDC,remove
2014-09-22,UHS,add
2014-09-22,URI,add
2014-09-22,BTUUQ-20,remove
2014-09-22,GHC,remove
2014-11-05,LVLT-20,add
2014-11-05,JBL,remove
2014-12-05,RCL,add
2014-12-05,BMS,remove
2015-01-27,ENDP,add
2015-01-27,HCA,add
2015-01-27,COV-20,remove
2015-01-27,SWY-20,remove
2015-03-12,SWKS,add
2015-03-12,PETM-20,remove
2015-03-17,AGN-20,remove
2015-03-17,CFN-20,remove
2015-03-18,HSIC,add
2015-03-23,AAL,add
2015-03-23,EQIX,add
2015-03-23,HBI,add
2015-03-23,SLG,add
2015-03-23,AVP,remove
2015-03-23,DNR,remove
2015-03-23,NBR,remove
2015-04-07,O,add
2015-04-07,WIN,remove
2015-06-12,QRVO,add
2015-06-12,LO-20,remove
2015-06-30,TEG-20,remove
2015-07-01,BXLT-20,add
2015-07-01,JBHT,add
2015-07-01,QEP,remove
2015-07-02,CPGX-20,add
2015-07-02,WRK,add
2015-07-02,ATI,remove
2015-07-02,MWV-20,remove
2015-07-06,KHC,add
2015-07-06,KRFT-20,remove
2015-07-07,FDO-20,remove
2015-07-09,AAP,add
2015-07-20,PYPL,add
2015-07-20,NE,remove
2015-07-27,DTV-20,remove
2015-07-29,SIG,add
2015-08-31,ATVI,add
2015-08-31,PLL-20,remove
2015-09-03,UAL,add
2015-09-03,HSP-20,remove
2015-09-21,CMCSK-20,add
2015-09-21,FOX,add
2015-09-21,NWS,add
2015-10-08,VRSK,add
2015-10-08,JOY-20,remove
2015-11-02,HPE,add
2015-11-02,HCBK-20,remove
2015-11-10,FCPT,add
2015-11-17,FCPT,remove
2015-11-18,SYF,add
2015-11-18,GNW,remove
2015-11-18,SIAL-20,remove
2015-11-19,ILMN,add
2015-11-30,CSRA-20,add
2015-12-01,DXC,remove
2015-12-14,CMCSK-20,remove
2015-12-28,ALTR-20,remove
2015-12-29,CHD,add
2016-01-04,AET-20,add
2016-01-04,ANDV-20,add
2016-01-04,CA-20,add
2016-01-04,CCEP,add
2016-01-04,COL-20,add
2016-01-04,CPRI,add
2016-01-04,ESRX-20,add
2016-01-04,PX-20,add
2016-01-04,SCG-20,add
2016-01-05,WLTW,add
2016-01-05,FOSL,remove
2016-01-15,CB-20,remove
2016-01-19,EXR,add
2016-02-01,CFG,add
2016-02-01,FRT,add
2016-02-01,BRCM-20,remove
2016-02-01,PCP-20,remove
2016-02-22,CXO,add
2016-02-22,PCL-20,remove
2016-03-03,GMCR-20,remove
2016-03-04,AWK,add
2016-03-04,CNX,remove
2016-03-07,UDR,add
2016-03-24,POM-20,remove
2016-03-30,CNC,add
2016-03-30,HOLX,add
2016-03-30,ESV,remove
2016-04-04,FL,add
2016-04-04,CAM-20,remove
2016-04-08,UA,add
2016-04-18,ULTA,add
2016-04-18,THC,remove
2016-04-25,GPN,add
2016-04-25,GME,remove
2016-05-02,ADT-20,remove
2016-05-03,AYI,add
2016-05-12,SNDK-20,remove
2016-05-13,ALK,add
2016-05-18,DLR,add
2016-05-18,TWC-20,remove
2016-05-23,LKQ,add
2016-05-23,ARG-20,remove
2016-05-31,AJG,add
2016-05-31,CCE,remove
2016-05-31,CCEP,remove
2016-06-03,TDG,add
2016-06-03,BXLT-20,remove
2016-06-21,CVC-20,remove
2016-06-24,FBHS,add
2016-07-01,ALB,add
2016-07-01,LNT,add
2016-07-01,CPGX-20,remove
2016-07-01,GAS-20,remove
2016-07-01,TE-20,remove
2016-07-05,FTV,add
2016-09-06,MTD,add
2016-09-06,JCI-20,remove
2016-09-07,EMC-20,remove
2016-09-08,CHTR,add
2016-09-23,COO,add
2016-09-23,HOT-20,remove
2016-10-03,COTY,add
2016-10-03,DO,remove
2016-12-02,EVHC,add
2016-12-02,EVHC-20,add
2016-12-02,MAA,add
2016-12-02,LM,remove
2016-12-02,OI,remove
2017-01-05,IDXX,add
2017-01-05,STJ-20,remove
2017-01-17,FTI,add
2017-01-17,FTI-20,remove
2017-02-27,SE-20,remove
2017-02-28,INCY,add
2017-03-01,CBOE,add
2017-03-01,PBI,remove
2017-03-02,REG,add
2017-03-02,ENDP,remove
2017-03-13,DISH,add
2017-03-13,HAR-20,remove
2017-03-13,LLTC-20,remove
2017-03-16,SNPS,add
2017-03-20,AMD,add
2017-03-20,ARE,add
2017-03-20,RJF,add
2017-03-20,FSLR,remove
2017-03-20,FTR,remove
2017-03-20,URBN,remove
2017-04-04,DXC,add
2017-04-04,SWN,remove
2017-04-05,IT,add
2017-04-05,DNB,remove
2017-06-02,INFO,add
2017-06-02,TGNA,remove
2017-06-15,MJN-20,remove
2017-06-19,ALGN,add
2017-06-19,ANSS,add
2017-06-19,HLT,add
2017-06-19,RE,add
2017-06-19,AABA,remove
2017-06-19,R,remove
2017-06-19,TDC,remove
2017-07-25,RAI-20,remove
2017-07-26,AOS,add
2017-07-26,DRE,add
2017-07-26,MGM,add
2017-07-26,PKG,add
2017-07-26,RMD,add
2017-07-26,BBBY,remove
2017-07-26,MNK,remove
2017-07-26,MUR,remove
2017-07-26,RIG,remove
2017-08-07,BHF,add
2017-08-08,AN,remove
2017-08-28,WFM-20,remove
2017-08-29,IQV,add
2017-09-01,DWDP,add
2017-09-01,SBAC,add
2017-09-01,DD-20,remove
2017-09-01,DOW-20,remove
2017-09-13,SPLS-20,remove
2017-09-18,CDNS,add
2017-10-13,NCLH,add
2017-10-13,LVLT-20,remove
2017-12-29,BCR-20,remove
2018-01-02,GGP,remove
2018-01-02,XL,remove
2018-01-03,HII,add
2018-03-07,IPGP,add
2018-03-07,SNI-20,remove
2018-03-19,NKTR,add
2018-03-19,SIVB,add
2018-03-19,TTWO,add
2018-03-19,CHK,remove
2018-03-19,PDCO,remove
2018-03-19,SIG,remove
2018-04-04,MSCI,add
2018-04-04,CSRA-20,remove
2018-05-31,ABMD,add
2018-05-31,WYND,remove
2018-06-05,EVRG,add
2018-06-05,NAVI,remove
2018-06-07,TWTR,add
2018-06-07,MON-20,remove
2018-06-15,TWX-20,remove
2018-06-18,BR,add
2018-06-18,HFC,add
2018-06-18,AYI,remove
2018-06-18,RRC,remove
2018-06-20,FLT,add
2018-07-02,CPRT,add
2018-07-02,KDP,remove
2018-08-28,ANET,add
2018-08-28,GGP-20,remove
2018-09-12,XL-20,remove
2018-09-17,WCG,add
2018-09-18,PX,remove
2018-09-18,SCG,remove
2018-09-19,AET,remove
2018-09-19,ANDV,remove
2018-09-19,CA,remove
2018-09-19,COL,remove
2018-09-19,ESRX,remove
2018-09-19,EVHC,remove
2018-09-19,KORS,remove
2018-10-01,ROL,add
2018-10-01,ANDV-20,remove
2018-10-11,FTNT,add
2018-10-11,EVHC-20,remove
2018-10-31,PX-20,remove
2018-11-06,KEYS,add
2018-11-06,CA-20,remove
2018-11-13,JKHY,add
2018-11-13,EQT,remove
2018-11-27,COL-20,remove
2018-11-29,AET-20,remove
2018-12-03,FANG,add
2018-12-03,LW,add
2018-12-03,MXIM,add
2018-12-03,SRCL,remove
2018-12-21,ESRX-20,remove
2018-12-24,CE,add
2019-01-02,FRC,add
2019-01-02,SCG-20,remove
