Date,CL=F,^DJI,^GSPC,^TNX,^VIX
2016-01-15,31.200000762939453,16379.0498046875,1921.8399658203125,2.0980000495910645,23.950000762939453
2016-01-19,29.420000076293945,15988.080078125,1880.3299560546875,2.0329999923706055,27.020000457763672
2016-01-20,28.459999084472656,16016.01953125,1881.3299560546875,2.0350000858306885,26.049999237060547
2016-01-21,26.549999237060547,15766.740234375,1859.3299560546875,1.9839999675750732,27.59000015258789
2016-01-22,29.530000686645508,15882.6796875,1868.989990234375,2.0190000534057617,26.690000534057617
2016-01-25,32.189998626708984,16093.509765625,1906.9000244140625,2.0480000972747803,22.34000015258789
2016-01-26,30.34000015258789,15885.2197265625,1877.0799560546875,2.0220000743865967,24.149999618530273
2016-01-27,31.450000762939453,16167.23046875,1903.6300048828125,1.99399995803833,22.5
2016-01-28,32.29999923706055,15944.4599609375,1882.949951171875,2.000999927520752,23.110000610351562
2016-01-29,33.220001220703125,16069.6396484375,1893.3599853515625,1.9850000143051147,22.420000076293945
2016-02-01,33.619998931884766,16466.30078125,1940.239990234375,1.930999994277954,20.200000762939453
2016-02-02,31.6200008392334,16449.1796875,1939.3800048828125,1.965999960899353,19.979999542236328
2016-02-03,29.8799991607666,16153.5400390625,1903.030029296875,1.8639999628067017,21.979999542236328
2016-02-04,32.279998779296875,16336.66015625,1912.530029296875,1.88100004196167,21.649999618530273
2016-02-05,31.719999313354492,16416.580078125,1915.449951171875,1.8639999628067017,21.84000015258789
2016-02-08,30.889999389648438,16204.9697265625,1880.050048828125,1.8480000495910645,23.3799991607666
2016-02-09,29.690000534057617,16027.0498046875,1853.43994140625,1.7350000143051147,26.0
2016-02-10,27.940000534057617,16014.3798828125,1852.2099609375,1.7289999723434448,26.540000915527344
2016-02-11,27.450000762939453,15914.740234375,1851.8599853515625,1.7050000429153442,26.290000915527344
2016-02-12,26.209999084472656,15660.1796875,1829.0799560546875,1.6440000534057617,28.139999389648438
2016-02-16,29.440000534057617,15973.83984375,1864.780029296875,1.7480000257492065,25.399999618530273
2016-02-17,29.040000915527344,16196.41015625,1895.5799560546875,1.777999997138977,24.110000610351562
2016-02-18,30.65999984741211,16453.830078125,1926.8199462890625,1.819000005722046,22.309999465942383
2016-02-19,30.770000457763672,16413.4296875,1917.8299560546875,1.7589999437332153,21.639999389648438
2016-02-22,29.639999389648438,16391.990234375,1917.780029296875,1.7480000257492065,20.530000686645508
2016-02-23,31.479999542236328,16620.66015625,1945.5,1.7660000324249268,19.3799991607666
2016-02-24,31.8700008392334,16431.779296875,1921.27001953125,1.7450000047683716,20.979999542236328
2016-02-25,32.150001525878906,16484.990234375,1929.800048828125,1.7419999837875366,20.719999313354492
2016-02-26,33.06999969482422,16697.2890625,1951.699951171875,1.6970000267028809,19.110000610351562
2016-02-29,32.779998779296875,16639.970703125,1948.050048828125,1.7619999647140503,19.809999465942383
2016-03-01,33.75,16516.5,1932.22998046875,1.7400000095367432,20.549999237060547
2016-03-02,34.400001525878906,16865.080078125,1978.3499755859375,1.8339999914169312,17.700000762939453
2016-03-03,34.65999984741211,16899.3203125,1986.449951171875,1.8480000495910645,17.09000015258789
2016-03-04,34.56999969482422,16943.900390625,1993.4000244140625,1.8300000429153442,16.700000762939453
2016-03-07,35.91999816894531,17006.76953125,1999.989990234375,1.8830000162124634,16.860000610351562
2016-03-08,37.900001525878906,17073.94921875,2001.760009765625,1.9019999504089355,17.350000381469727
2016-03-09,36.5,16964.099609375,1979.260009765625,1.8320000171661377,18.670000076293945
2016-03-10,38.290000915527344,17000.359375,1989.260009765625,1.8919999599456787,18.34000015258789
2016-03-11,37.84000015258789,16995.130859375,1989.5699462890625,1.9290000200271606,18.049999237060547
2016-03-14,38.5,17213.310546875,2022.18994140625,1.9769999980926514,16.5
2016-03-15,37.18000030517578,17229.130859375,2019.6400146484375,1.9630000591278076,16.920000076293945
2016-03-16,36.34000015258789,17251.529296875,2015.9300537109375,1.9589999914169312,16.84000015258789
2016-03-17,38.459999084472656,17325.759765625,2027.219970703125,1.937999963760376,14.989999771118164
2016-03-18,40.20000076293945,17481.490234375,2040.5899658203125,1.902999997138977,14.4399995803833
2016-03-21,39.439998626708984,17602.30078125,2049.580078125,1.871000051498413,14.020000457763672
2016-03-22,39.90999984741211,17623.869140625,2051.60009765625,1.9229999780654907,13.789999961853027
2016-03-23,41.45000076293945,17582.5703125,2049.800048828125,1.934999942779541,14.170000076293945
2016-03-24,39.790000915527344,17502.58984375,2036.7099609375,1.875,14.9399995803833
2016-03-28,39.459999084472656,17515.73046875,2035.93994140625,1.899999976158142,14.739999771118164
2016-03-29,39.38999938964844,17535.390625,2037.050048828125,1.8700000047683716,15.239999771118164
2016-03-30,38.279998779296875,17633.109375,2055.010009765625,1.8140000104904175,13.819999694824219
2016-03-31,38.31999969482422,17716.66015625,2063.949951171875,1.8300000429153442,13.5600004196167
