permno,ticker,start,ending,namedt,nameendt
41355,PH,1985-11-07,2024-12-31,2002-01-02,2004-02-19
41355,PH,1985-11-07,2024-12-31,2004-02-20,2004-06-09
41355,PH,1985-11-07,2024-12-31,2004-06-10,2014-01-21
41355,PH,1985-11-07,2024-12-31,2014-01-22,2017-03-14
41355,PH,1985-11-07,2024-12-31,2017-03-15,2020-04-19
41355,PH,1985-11-07,2024-12-31,2020-04-20,2021-03-31
41355,PH,1985-11-07,2024-12-31,2021-04-01,2024-12-31
42200,RVTY,1985-05-09,2024-12-31,2023-05-16,2024-12-31
42585,SJM,2008-11-06,2024-12-31,2004-06-10,2014-01-08
42585,SJM,2008-11-06,2024-12-31,2014-01-09,2014-02-13
42585,SJM,2008-11-06,2024-12-31,2014-02-14,2015-03-17
42585,SJM,2008-11-06,2024-12-31,2015-03-18,2015-07-20
42585,SJM,2008-11-06,2024-12-31,2015-07-21,2024-06-23
42585,SJM,2008-11-06,2024-12-31,2024-06-24,2024-12-31
42877,JBHT,2015-07-01,2024-12-31,2004-06-10,2021-03-28
42877,JBHT,2015-07-01,2024-12-31,2021-03-29,2024-12-31
42906,HBAN,1997-08-06,2024-12-31,1982-11-01,1999-06-30
42906,HBAN,1997-08-06,2024-12-31,1999-07-01,2004-06-09
42906,HBAN,1997-08-06,2024-12-31,2004-06-10,2014-01-16
42906,HBAN,1997-08-06,2024-12-31,2014-01-17,2024-12-31
43350,SWK,1982-09-16,2024-12-31,1968-01-02,2001-08-23
43350,SWK,1982-09-16,2024-12-31,2001-08-24,2002-01-01
43350,SWK,1982-09-16,2024-12-31,2002-01-02,2004-06-09
43350,SWK,1982-09-16,2024-12-31,2004-06-10,2010-03-14
43350,SWK,1982-09-16,2024-12-31,2010-03-15,2011-01-27
43350,SWK,1982-09-16,2024-12-31,2011-01-28,2014-01-26
43350,SWK,1982-09-16,2024-12-31,2014-01-27,2017-04-23
43350,SWK,1982-09-16,2024-12-31,2017-04-24,2019-11-19
43350,SWK,1982-09-16,2024-12-31,2019-11-20,2020-07-05
43350,SWK,1982-09-16,2024-12-31,2020-07-06,2020-11-02
43350,SWK,1982-09-16,2024-12-31,2020-11-03,2024-12-31
43449,MCD,1970-06-25,2024-12-31,1968-01-02,2002-01-01
43449,MCD,1970-06-25,2024-12-31,2002-01-02,2004-06-09
43449,MCD,1970-06-25,2024-12-31,2004-06-10,2012-05-07
43449,MCD,1970-06-25,2024-12-31,2012-05-08,2019-09-11
43449,MCD,1970-06-25,2024-12-31,2019-09-12,2024-12-31
44206,ES,2009-03-17,2024-12-31,2015-02-19,2016-12-18
44206,ES,2009-03-17,2024-12-31,2016-12-19,2017-01-24
44206,ES,2009-03-17,2024-12-31,2017-01-25,2017-03-09
44206,ES,2009-03-17,2024-12-31,2017-03-10,2019-01-17
44206,ES,2009-03-17,2024-12-31,2019-01-18,2020-02-23
44206,ES,2009-03-17,2024-12-31,2020-02-24,2021-02-28
44206,ES,2009-03-17,2024-12-31,2021-03-01,2024-12-31
44601,AVY,1987-12-24,2024-12-31,1976-04-01,1990-10-14
44601,AVY,1987-12-24,2024-12-31,1990-10-15,2002-01-01
44601,AVY,1987-12-24,2024-12-31,2002-01-02,2004-06-09
44601,AVY,1987-12-24,2024-12-31,2004-06-10,2006-06-29
44601,AVY,1987-12-24,2024-12-31,2006-06-30,2006-07-24
44601,AVY,1987-12-24,2024-12-31,2006-07-25,2017-04-09
44601,AVY,1987-12-24,2024-12-31,2017-04-10,2021-03-31
44601,AVY,1987-12-24,2024-12-31,2021-04-01,2024-12-31
44644,ADP,1981-02-26,2024-12-31,2000-12-01,2002-01-01
44644,ADP,1981-02-26,2024-12-31,2002-01-02,2004-06-09
44644,ADP,1981-02-26,2024-12-31,2004-06-10,2005-08-31
44644,ADP,1981-02-26,2024-12-31,2005-09-01,2008-10-20
44644,ADP,1981-02-26,2024-12-31,2008-10-21,2017-05-03
44644,ADP,1981-02-26,2024-12-31,2017-05-04,2020-05-03
44644,ADP,1981-02-26,2024-12-31,2020-05-04,2024-12-31
45356,JCI,2010-08-27,2024-12-31,2016-09-06,2020-03-19
45356,JCI,2010-08-27,2024-12-31,2020-03-20,2021-03-31
45356,JCI,2010-08-27,2024-12-31,2021-04-01,2022-01-11
45356,JCI,2010-08-27,2024-12-31,2022-01-12,2024-12-31
45911,SWKS,2015-03-12,2024-12-31,2004-06-10,2024-12-31
46578,CLX,1969-01-16,2024-12-31,1968-08-01,2002-01-01
46578,CLX,1969-01-16,2024-12-31,2002-01-02,2004-06-09
46578,CLX,1969-01-16,2024-12-31,2004-06-10,2024-12-31
46674,GPC,1973-11-15,2024-12-31,1968-08-20,2001-08-23
46674,GPC,1973-11-15,2024-12-31,2001-08-24,2002-01-01
46674,GPC,1973-11-15,2024-12-31,2002-01-02,2004-06-09
46674,GPC,1973-11-15,2024-12-31,2004-06-10,2006-06-29
46674,GPC,1973-11-15,2024-12-31,2006-06-30,2019-09-11
46674,GPC,1973-11-15,2024-12-31,2019-09-12,2024-12-31
46703,HST,2007-03-20,2024-12-31,2006-06-30,2011-06-09
46703,HST,2007-03-20,2024-12-31,2011-06-10,2019-09-11
46703,HST,2007-03-20,2024-12-31,2019-09-12,2020-11-01
46703,HST,2007-03-20,2024-12-31,2020-11-02,2024-12-31
46886,KLAC,1997-09-15,2024-12-31,1997-05-02,2004-06-09
46886,KLAC,1997-09-15,2024-12-31,2004-06-10,2007-02-01
46886,KLAC,1997-09-15,2024-12-31,2007-02-02,2017-01-26
46886,KLAC,1997-09-15,2024-12-31,2017-01-27,2019-07-15
46886,KLAC,1997-09-15,2024-12-31,2019-07-16,2021-03-30
46886,KLAC,1997-09-15,2024-12-31,2021-03-31,2023-03-23
46886,KLAC,1997-09-15,2024-12-31,2023-03-24,2024-12-31
47896,JPM,1976-07-01,2024-12-31,2001-01-02,2001-02-28
47896,JPM,1976-07-01,2024-12-31,2001-03-01,2002-01-01
47896,JPM,1976-07-01,2024-12-31,2002-01-02,2002-01-31
47896,JPM,1976-07-01,2024-12-31,2002-02-01,2004-06-09
47896,JPM,1976-07-01,2024-12-31,2004-06-10,2004-07-27
47896,JPM,1976-07-01,2024-12-31,2004-07-28,2009-09-16
47896,JPM,1976-07-01,2024-12-31,2009-09-17,2010-01-28
47896,JPM,1976-07-01,2024-12-31,2010-01-29,2012-02-29
47896,JPM,1976-07-01,2024-12-31,2012-03-01,2012-08-09
47896,JPM,1976-07-01,2024-12-31,2012-08-10,2013-11-04
47896,JPM,1976-07-01,2024-12-31,2013-11-05,2016-06-22
47896,JPM,1976-07-01,2024-12-31,2016-06-23,2016-08-03
47896,JPM,1976-07-01,2024-12-31,2016-08-04,2020-05-27
47896,JPM,1976-07-01,2024-12-31,2020-05-28,2024-12-31
48486,LRCX,2012-06-05,2024-12-31,2012-05-04,2014-01-29
48486,LRCX,2012-06-05,2024-12-31,2014-01-30,2017-01-25
48486,LRCX,2012-06-05,2024-12-31,2017-01-26,2024-10-02
48486,LRCX,2012-06-05,2024-12-31,2024-10-03,2024-12-31
48506,MCO,1979-12-27,2024-12-31,2000-10-03,2002-01-01
48506,MCO,1979-12-27,2024-12-31,2002-01-02,2004-06-09
48506,MCO,1979-12-27,2024-12-31,2004-06-10,2006-06-29
48506,MCO,1979-12-27,2024-12-31,2006-06-30,2013-11-03
48506,MCO,1979-12-27,2024-12-31,2013-11-04,2017-03-27
48506,MCO,1979-12-27,2024-12-31,2017-03-28,2017-05-04
48506,MCO,1979-12-27,2024-12-31,2017-05-05,2017-06-04
48506,MCO,1979-12-27,2024-12-31,2017-06-05,2020-02-10
48506,MCO,1979-12-27,2024-12-31,2020-02-11,2024-12-31
48653,HUM,1995-12-01,2024-12-31,1974-01-21,1998-11-30
48653,HUM,1995-12-01,2024-12-31,1998-12-01,2002-01-01
48653,HUM,1995-12-01,2024-12-31,2002-01-02,2004-06-09
48653,HUM,1995-12-01,2024-12-31,2004-06-10,2019-11-20
48653,HUM,1995-12-01,2024-12-31,2019-11-21,2024-12-31
48725,UNP,1969-07-16,2024-12-31,1969-07-16,1986-11-30
48725,UNP,1969-07-16,2024-12-31,1986-12-01,1994-05-31
48725,UNP,1969-07-16,2024-12-31,1994-06-01,2002-01-01
48725,UNP,1969-07-16,2024-12-31,2002-01-02,2004-06-09
48725,UNP,1969-07-16,2024-12-31,2004-06-10,2024-12-31
49154,TGT,1976-12-09,2024-12-31,2000-01-31,2002-01-01
49154,TGT,1976-12-09,2024-12-31,2002-01-02,2004-06-09
49154,TGT,1976-12-09,2024-12-31,2004-06-10,2020-11-17
49154,TGT,1976-12-09,2024-12-31,2020-11-18,2024-03-11
49154,TGT,1976-12-09,2024-12-31,2024-03-12,2024-12-31
49656,BK,1995-03-31,2024-12-31,1969-12-04,2002-01-01
49656,BK,1995-03-31,2024-12-31,2002-01-02,2004-06-09
49656,BK,1995-03-31,2024-12-31,2004-06-10,2007-07-01
49656,BK,1995-03-31,2024-12-31,2007-07-02,2024-12-31
49680,DHR,1998-11-18,2024-12-31,1984-09-26,2001-01-31
49680,DHR,1998-11-18,2024-12-31,2001-02-01,2002-01-01
49680,DHR,1998-11-18,2024-12-31,2002-01-02,2004-02-17
49680,DHR,1998-11-18,2024-12-31,2004-02-18,2004-06-09
49680,DHR,1998-11-18,2024-12-31,2004-06-10,2016-12-21
49680,DHR,1998-11-18,2024-12-31,2016-12-22,2021-03-31
49680,DHR,1998-11-18,2024-12-31,2021-04-01,2024-12-31
50017,RRC,2007-12-21,2018-06-15,2004-06-10,2017-02-08
50017,RRC,2007-12-21,2018-06-15,2017-02-09,2020-11-17
50876,LLY,1970-11-19,2024-12-31,1970-07-09,2002-01-01
50876,LLY,1970-11-19,2024-12-31,2002-01-02,2004-06-09
50876,LLY,1970-11-19,2024-12-31,2004-06-10,2024-12-31
51369,TER,2020-09-21,2024-12-31,2018-11-27,2024-12-31
52038,SYY,1986-12-18,2024-12-31,1981-01-20,2001-08-23
52038,SYY,1986-12-18,2024-12-31,2001-08-24,2002-01-01
52038,SYY,1986-12-18,2024-12-31,2002-01-02,2004-06-09
52038,SYY,1986-12-18,2024-12-31,2004-06-10,2006-08-14
52038,SYY,1986-12-18,2024-12-31,2006-08-15,2014-01-07
52038,SYY,1986-12-18,2024-12-31,2014-01-08,2016-12-21
52038,SYY,1986-12-18,2024-12-31,2016-12-22,2017-01-24
52038,SYY,1986-12-18,2024-12-31,2017-01-25,2024-12-31
52090,MKC,2003-03-21,2024-12-31,2002-01-02,2004-06-09
52090,MKC,2003-03-21,2024-12-31,2004-06-10,2011-06-15
52090,MKC,2003-03-21,2024-12-31,2011-06-16,2014-01-28
52090,MKC,2003-03-21,2024-12-31,2014-01-29,2024-12-31
52230,RHI,2000-12-05,2024-06-21,1990-01-22,2001-02-28
52230,RHI,2000-12-05,2024-06-21,2001-03-01,2002-01-01
52230,RHI,2000-12-05,2024-06-21,2002-01-02,2004-06-09
52230,RHI,2000-12-05,2024-06-21,2004-06-10,2023-07-16
52230,RHI,2000-12-05,2024-06-21,2023-07-17,2024-12-31
52329,J,2007-10-26,2024-12-31,2019-12-10,2022-08-28
52329,J,2007-10-26,2024-12-31,2022-08-29,2024-12-31
52476,EFX,1997-06-19,2024-12-31,1976-01-02,1998-09-30
52476,EFX,1997-06-19,2024-12-31,1998-10-01,2002-01-01
52476,EFX,1997-06-19,2024-12-31,2002-01-02,2004-06-09
52476,EFX,1997-06-19,2024-12-31,2004-06-10,2021-03-31
52476,EFX,1997-06-19,2024-12-31,2021-04-01,2024-12-31
52695,GWW,1981-05-14,2024-12-31,1975-07-29,2001-02-28
52695,GWW,1981-05-14,2024-12-31,2001-03-01,2002-01-01
52695,GWW,1981-05-14,2024-12-31,2002-01-02,2004-06-09
52695,GWW,1981-05-14,2024-12-31,2004-06-10,2006-05-24
52695,GWW,1981-05-14,2024-12-31,2006-05-25,2006-06-29
52695,GWW,1981-05-14,2024-12-31,2006-06-30,2016-07-19
52695,GWW,1981-05-14,2024-12-31,2016-07-20,2017-04-17
52695,GWW,1981-05-14,2024-12-31,2017-04-18,2020-11-17
52695,GWW,1981-05-14,2024-12-31,2020-11-18,2024-12-31
52708,LEN,2005-10-04,2024-12-31,2004-06-10,2006-07-23
52708,LEN,2005-10-04,2024-12-31,2006-07-24,2006-09-24
52708,LEN,2005-10-04,2024-12-31,2006-09-25,2020-02-26
52708,LEN,2005-10-04,2024-12-31,2020-02-27,2024-12-31
52978,HAS,1984-09-13,2024-12-31,1984-09-10,1985-06-05
52978,HAS,1984-09-13,2024-12-31,1985-06-06,1999-06-22
52978,HAS,1984-09-13,2024-12-31,1999-06-23,2002-01-01
52978,HAS,1984-09-13,2024-12-31,2002-01-02,2004-06-09
52978,HAS,1984-09-13,2024-12-31,2004-06-10,2010-12-20
52978,HAS,1984-09-13,2024-12-31,2010-12-21,2012-05-10
52978,HAS,1984-09-13,2024-12-31,2012-05-11,2024-12-31
53613,MU,1994-09-27,2024-12-31,1990-11-30,2001-08-23
53613,MU,1994-09-27,2024-12-31,2001-08-24,2002-01-01
53613,MU,1994-09-27,2024-12-31,2002-01-02,2004-06-09
53613,MU,1994-09-27,2024-12-31,2004-06-10,2009-12-29
53613,MU,1994-09-27,2024-12-31,2009-12-30,2024-12-31
54148,PHM,1984-04-12,2024-12-31,1983-07-01,1987-12-07
54148,PHM,1984-04-12,2024-12-31,1987-12-08,1993-06-30
54148,PHM,1984-04-12,2024-12-31,1993-07-01,1999-08-01
54148,PHM,1984-04-12,2024-12-31,1999-08-02,2001-06-14
54148,PHM,1984-04-12,2024-12-31,2001-06-15,2002-01-01
54148,PHM,1984-04-12,2024-12-31,2002-01-02,2004-06-09
54148,PHM,1984-04-12,2024-12-31,2004-06-10,2006-04-26
54148,PHM,1984-04-12,2024-12-31,2006-04-27,2010-03-21
54148,PHM,1984-04-12,2024-12-31,2010-03-22,2024-12-31
55976,WMT,1982-08-19,2024-12-31,1972-11-20,2002-01-01
55976,WMT,1982-08-19,2024-12-31,2002-01-02,2004-06-09
55976,WMT,1982-08-19,2024-12-31,2004-06-10,2012-02-29
55976,WMT,1982-08-19,2024-12-31,2012-03-01,2014-01-06
55976,WMT,1982-08-19,2024-12-31,2014-01-07,2018-01-31
55976,WMT,1982-08-19,2024-12-31,2018-02-01,2020-11-17
55976,WMT,1982-08-19,2024-12-31,2020-11-18,2024-04-01
55976,WMT,1982-08-19,2024-12-31,2024-04-02,2024-12-31
56274,CAG,1983-09-01,2024-12-31,1973-01-09,2001-07-31
56274,CAG,1983-09-01,2024-12-31,2001-08-01,2002-01-01
56274,CAG,1983-09-01,2024-12-31,2002-01-02,2004-02-16
56274,CAG,1983-09-01,2024-12-31,2004-02-17,2004-06-09
56274,CAG,1983-09-01,2024-12-31,2004-06-10,2013-02-10
56274,CAG,1983-09-01,2024-12-31,2013-02-11,2014-01-07
56274,CAG,1983-09-01,2024-12-31,2014-01-08,2014-03-19
56274,CAG,1983-09-01,2024-12-31,2014-03-20,2016-11-09
56274,CAG,1983-09-01,2024-12-31,2016-11-10,2020-02-12
56274,CAG,1983-09-01,2024-12-31,2020-02-13,2020-05-03
56274,CAG,1983-09-01,2024-12-31,2020-05-04,2023-07-31
56274,CAG,1983-09-01,2024-12-31,2023-08-01,2024-12-31
56573,ITW,1986-02-13,2024-12-31,1973-03-13,2001-02-28
56573,ITW,1986-02-13,2024-12-31,2001-03-01,2002-01-01
56573,ITW,1986-02-13,2024-12-31,2002-01-02,2004-06-09
56573,ITW,1986-02-13,2024-12-31,2004-06-10,2014-01-28
56573,ITW,1986-02-13,2024-12-31,2014-01-29,2017-03-27
56573,ITW,1986-02-13,2024-12-31,2017-03-28,2019-06-25
56573,ITW,1986-02-13,2024-12-31,2019-06-26,2020-02-10
56573,ITW,1986-02-13,2024-12-31,2020-02-11,2020-10-29
56573,ITW,1986-02-13,2024-12-31,2020-10-30,2024-09-11
56573,ITW,1986-02-13,2024-12-31,2024-09-12,2024-12-31
57568,BALL,1984-10-04,2024-12-31,2022-05-10,2024-12-31
57665,NKE,1988-11-03,2024-12-31,1990-10-17,1999-01-03
57665,NKE,1988-11-03,2024-12-31,1999-01-04,2002-01-01
57665,NKE,1988-11-03,2024-12-31,2002-01-02,2004-06-09
57665,NKE,1988-11-03,2024-12-31,2004-06-10,2012-06-28
57665,NKE,1988-11-03,2024-12-31,2012-06-29,2024-12-31
57809,NDSN,2022-02-15,2024-12-31,2004-06-10,2024-06-19
57809,NDSN,2022-02-15,2024-12-31,2024-06-20,2024-12-31
57904,AFL,1999-05-28,2024-12-31,1992-01-02,2002-01-01
57904,AFL,1999-05-28,2024-12-31,2002-01-02,2004-06-09
57904,AFL,1999-05-28,2024-12-31,2004-06-10,2024-12-31
58246,NTRS,1998-01-30,2024-12-31,1986-04-01,1999-06-30
58246,NTRS,1998-01-30,2024-12-31,1999-07-01,2004-06-09
58246,NTRS,1998-01-30,2024-12-31,2004-06-10,2024-12-31
58413,FRT,2016-02-01,2024-12-31,2011-02-16,2019-09-11
58413,FRT,2016-02-01,2024-12-31,2019-09-12,2022-01-02
58413,FRT,2016-02-01,2024-12-31,2022-01-03,2024-12-31
58683,LUV,1994-07-13,2024-12-31,1977-06-27,2001-08-23
58683,LUV,1994-07-13,2024-12-31,2001-08-24,2002-01-01
58683,LUV,1994-07-13,2024-12-31,2002-01-02,2004-06-09
58683,LUV,1994-07-13,2024-12-31,2004-06-10,2014-02-06
58683,LUV,1994-07-13,2024-12-31,2014-02-07,2014-03-18
58683,LUV,1994-07-13,2024-12-31,2014-03-19,2020-02-19
58683,LUV,1994-07-13,2024-12-31,2020-02-20,2020-03-23
58683,LUV,1994-07-13,2024-12-31,2020-03-24,2024-12-31
58819,LNT,2016-07-01,2024-12-31,2011-06-10,2018-12-30
58819,LNT,2016-07-01,2024-12-31,2018-12-31,2020-02-13
58819,LNT,2016-07-01,2024-12-31,2020-02-14,2024-12-31
59176,AXP,1976-07-01,2024-12-31,1977-05-18,1999-05-31
59176,AXP,1976-07-01,2024-12-31,1999-06-01,2002-01-01
59176,AXP,1976-07-01,2024-12-31,2002-01-02,2004-06-09
59176,AXP,1976-07-01,2024-12-31,2004-06-10,2008-11-10
59176,AXP,1976-07-01,2024-12-31,2008-11-11,2010-01-21
59176,AXP,1976-07-01,2024-12-31,2010-01-22,2011-06-09
59176,AXP,1976-07-01,2024-12-31,2011-06-10,2011-08-10
59176,AXP,1976-07-01,2024-12-31,2011-08-11,2014-01-08
59176,AXP,1976-07-01,2024-12-31,2014-01-09,2017-03-20
59176,AXP,1976-07-01,2024-12-31,2017-03-21,2020-01-29
59176,AXP,1976-07-01,2024-12-31,2020-01-30,2020-04-30
59176,AXP,1976-07-01,2024-12-31,2020-05-01,2021-04-04
59176,AXP,1976-07-01,2024-12-31,2021-04-05,2024-12-31
59248,TAP,1976-07-01,2024-12-31,2005-02-09,2005-02-09
59248,TAP,1976-07-01,2024-12-31,2005-02-10,2010-10-04
59248,TAP,1976-07-01,2024-12-31,2010-10-05,2011-06-12
59248,TAP,1976-07-01,2024-12-31,2011-06-13,2020-01-01
59248,TAP,1976-07-01,2024-12-31,2020-01-02,2024-12-31
59300,UDR,2016-03-07,2024-12-31,2008-04-25,2024-12-31
59328,INTC,1976-12-09,2024-12-31,1972-12-14,1982-10-31
59328,INTC,1976-12-09,2024-12-31,1982-11-01,2004-06-09
59328,INTC,1976-12-09,2024-12-31,2004-06-10,2024-12-31
59408,BAC,1976-07-01,2024-12-31,1998-10-01,1999-04-28
59408,BAC,1976-07-01,2024-12-31,1999-04-29,1999-09-30
59408,BAC,1976-07-01,2024-12-31,1999-10-01,2002-01-01
59408,BAC,1976-07-01,2024-12-31,2002-01-02,2004-06-09
59408,BAC,1976-07-01,2024-12-31,2004-06-10,2014-05-13
59408,BAC,1976-07-01,2024-12-31,2014-05-14,2015-06-30
59408,BAC,1976-07-01,2024-12-31,2015-07-01,2016-06-28
59408,BAC,1976-07-01,2024-12-31,2016-06-29,2016-12-07
59408,BAC,1976-07-01,2024-12-31,2016-12-08,2020-02-10
59408,BAC,1976-07-01,2024-12-31,2020-02-11,2020-04-05
59408,BAC,1976-07-01,2024-12-31,2020-04-06,2022-05-15
59408,BAC,1976-07-01,2024-12-31,2022-05-16,2024-12-31
59459,TRV,1976-07-01,2024-12-31,2007-02-27,2024-12-31
60097,MDT,1986-10-23,2024-12-31,1977-11-21,1999-01-03
60097,MDT,1986-10-23,2024-12-31,1999-01-04,2002-01-01
60097,MDT,1986-10-23,2024-12-31,2002-01-02,2004-06-09
60097,MDT,1986-10-23,2024-12-31,2004-06-10,2008-04-24
60097,MDT,1986-10-23,2024-12-31,2008-04-25,2008-05-19
60097,MDT,1986-10-23,2024-12-31,2008-05-20,2011-06-12
60097,MDT,1986-10-23,2024-12-31,2011-06-13,2014-03-03
60097,MDT,1986-10-23,2024-12-31,2014-03-04,2015-01-26
60097,MDT,1986-10-23,2024-12-31,2015-01-27,2015-10-13
60097,MDT,1986-10-23,2024-12-31,2015-10-14,2024-06-30
60097,MDT,1986-10-23,2024-12-31,2024-07-01,2024-12-31
60206,SNA,1982-09-16,2024-12-31,1978-02-27,1994-05-08
60206,SNA,1982-09-16,2024-12-31,1994-05-09,2002-01-01
60206,SNA,1982-09-16,2024-12-31,2002-01-02,2004-06-09
60206,SNA,1982-09-16,2024-12-31,2004-06-10,2012-07-18
60206,SNA,1982-09-16,2024-12-31,2012-07-19,2016-12-07
60206,SNA,1982-09-16,2024-12-31,2016-12-08,2017-02-02
60206,SNA,1982-09-16,2024-12-31,2017-02-03,2017-04-16
60206,SNA,1982-09-16,2024-12-31,2017-04-17,2017-07-19
60206,SNA,1982-09-16,2024-12-31,2017-07-20,2021-03-30
60206,SNA,1982-09-16,2024-12-31,2021-03-31,2024-07-31
60206,SNA,1982-09-16,2024-12-31,2024-08-01,2024-12-31
60442,PNC,1988-04-14,2024-12-31,1987-10-21,1993-02-08
60442,PNC,1988-04-14,2024-12-31,1993-02-09,2000-03-14
60442,PNC,1988-04-14,2024-12-31,2000-03-15,2002-01-01
60442,PNC,1988-04-14,2024-12-31,2002-01-02,2004-06-09
60442,PNC,1988-04-14,2024-12-31,2004-06-10,2024-12-31
60506,PCAR,1980-10-02,2024-12-31,1972-12-14,1982-10-31
60506,PCAR,1980-10-02,2024-12-31,1982-11-01,2004-06-09
60506,PCAR,1980-10-02,2024-12-31,2004-06-10,2006-06-29
60506,PCAR,1980-10-02,2024-12-31,2006-06-30,2019-09-11
60506,PCAR,1980-10-02,2024-12-31,2019-09-12,2024-06-30
60506,PCAR,1980-10-02,2024-12-31,2024-07-01,2024-12-31
60628,FDX,1980-11-06,2024-12-31,1978-12-28,1998-01-11
60628,FDX,1980-11-06,2024-12-31,1998-01-12,2000-01-20
60628,FDX,1980-11-06,2024-12-31,2000-01-21,2002-01-01
60628,FDX,1980-11-06,2024-12-31,2002-01-02,2004-06-09
60628,FDX,1980-11-06,2024-12-31,2004-06-10,2024-12-31
60871,ADI,1999-10-12,2024-12-31,1979-04-03,2001-08-23
60871,ADI,1999-10-12,2024-12-31,2001-08-24,2002-01-01
60871,ADI,1999-10-12,2024-12-31,2002-01-02,2004-06-09
60871,ADI,1999-10-12,2024-12-31,2004-06-10,2012-04-01
60871,ADI,1999-10-12,2024-12-31,2012-04-02,2024-12-31
61241,AMD,2017-03-20,2024-12-31,2015-01-02,2024-12-31
61399,LOW,1984-03-01,2024-12-31,1979-12-19,2001-08-23
61399,LOW,1984-03-01,2024-12-31,2001-08-24,2002-01-01
61399,LOW,1984-03-01,2024-12-31,2002-01-02,2004-06-09
61399,LOW,1984-03-01,2024-12-31,2004-06-10,2024-06-27
61399,LOW,1984-03-01,2024-12-31,2024-06-28,2024-12-31
61621,PAYX,1998-10-01,2024-12-31,1983-08-26,1999-06-30
61621,PAYX,1998-10-01,2024-12-31,1999-07-01,2004-06-09
61621,PAYX,1998-10-01,2024-12-31,2004-06-10,2006-06-29
61621,PAYX,1998-10-01,2024-12-31,2006-06-30,2019-09-11
61621,PAYX,1998-10-01,2024-12-31,2019-09-12,2024-12-31
61735,AON,1996-04-23,2024-12-31,2009-12-01,2011-06-09
61735,AON,1996-04-23,2024-12-31,2011-06-10,2012-04-01
61735,AON,1996-04-23,2024-12-31,2012-04-02,2014-01-07
61735,AON,1996-04-23,2024-12-31,2014-01-08,2014-11-23
61735,AON,1996-04-23,2024-12-31,2014-11-24,2020-03-31
61735,AON,1996-04-23,2024-12-31,2020-04-01,2024-06-25
61735,AON,1996-04-23,2024-12-31,2024-06-26,2024-12-31
62092,TMO,1997-01-02,2024-12-31,1980-08-27,1999-01-31
62092,TMO,1997-01-02,2024-12-31,1999-02-01,2002-01-01
62092,TMO,1997-01-02,2024-12-31,2002-01-02,2004-06-09
62092,TMO,1997-01-02,2024-12-31,2004-06-10,2006-11-09
62092,TMO,1997-01-02,2024-12-31,2006-11-10,2014-01-30
62092,TMO,1997-01-02,2024-12-31,2014-01-31,2024-12-31
62148,CSX,1980-11-06,2024-12-31,1980-11-13,1997-09-30
62148,CSX,1980-11-06,2024-12-31,1997-10-01,2002-01-01
62148,CSX,1980-11-06,2024-12-31,2002-01-02,2004-06-09
62148,CSX,1980-11-06,2024-12-31,2004-06-10,2015-12-21
62148,CSX,1980-11-06,2024-12-31,2015-12-22,2024-12-31
62308,GL,1989-04-27,2024-12-31,2019-08-09,2020-05-03
62308,GL,1989-04-27,2024-12-31,2020-05-04,2024-06-30
62308,GL,1989-04-27,2024-12-31,2024-07-01,2024-12-31
62498,WST,2020-05-22,2024-12-31,2020-02-24,2024-06-23
62498,WST,2020-05-22,2024-12-31,2024-06-24,2024-12-31
63467,BRO,2021-09-20,2024-12-31,2004-06-10,2024-12-31
64186,CI,1982-04-08,2024-12-31,1982-04-20,1998-08-31
64186,CI,1982-04-08,2024-12-31,1998-09-01,2001-01-31
64186,CI,1982-04-08,2024-12-31,2001-02-01,2002-01-01
64186,CI,1982-04-08,2024-12-31,2002-01-02,2004-06-09
64186,CI,1982-04-08,2024-12-31,2004-06-10,2011-11-08
64186,CI,1982-04-08,2024-12-31,2011-11-09,2018-12-20
64186,CI,1982-04-08,2024-12-31,2018-12-21,2023-02-22
64186,CI,1982-04-08,2024-12-31,2023-02-23,2024-12-31
64311,NSC,1982-06-03,2024-12-31,1982-06-25,1997-03-02
64311,NSC,1982-06-03,2024-12-31,1997-03-03,2002-01-01
64311,NSC,1982-06-03,2024-12-31,2002-01-02,2004-06-09
64311,NSC,1982-06-03,2024-12-31,2004-06-10,2022-07-19
64311,NSC,1982-06-03,2024-12-31,2022-07-20,2024-12-31
64390,PGR,1997-08-04,2024-12-31,1987-06-01,2001-08-23
64390,PGR,1997-08-04,2024-12-31,2001-08-24,2002-01-01
64390,PGR,1997-08-04,2024-12-31,2002-01-02,2004-06-09
64390,PGR,1997-08-04,2024-12-31,2004-06-10,2024-12-31
64653,PSA,2005-08-19,2024-12-31,2004-06-10,2007-06-03
64653,PSA,2005-08-19,2024-12-31,2007-06-04,2010-12-22
64653,PSA,2005-08-19,2024-12-31,2010-12-23,2011-08-18
64653,PSA,2005-08-19,2024-12-31,2011-08-19,2019-09-11
64653,PSA,2005-08-19,2024-12-31,2019-09-12,2019-12-19
64653,PSA,2005-08-19,2024-12-31,2019-12-20,2020-02-25
64653,PSA,2005-08-19,2024-12-31,2020-02-26,2024-06-30
64653,PSA,2005-08-19,2024-12-31,2024-07-01,2024-12-31
64936,D,1983-05-20,2024-12-31,1983-06-02,2000-01-30
64936,D,1983-05-20,2024-12-31,2000-01-31,2002-01-01
64936,D,1983-05-20,2024-12-31,2002-01-02,2004-02-17
64936,D,1983-05-20,2024-12-31,2004-02-18,2004-06-09
