permno,ticker,start,ending,namedt,nameendt
64936,D,1983-05-20,2024-12-31,2004-06-10,2006-08-03
64936,D,1983-05-20,2024-12-31,2006-08-04,2013-06-09
64936,D,1983-05-20,2024-12-31,2013-06-10,2014-01-16
64936,D,1983-05-20,2024-12-31,2014-01-17,2017-05-10
64936,D,1983-05-20,2024-12-31,2017-05-11,2022-07-12
64936,D,1983-05-20,2024-12-31,2022-07-13,2024-12-31
64995,KEY,1994-03-02,2024-12-31,1994-03-02,2002-01-01
64995,KEY,1994-03-02,2024-12-31,2002-01-02,2004-06-09
64995,KEY,1994-03-02,2024-12-31,2004-06-10,2024-12-31
65402,AOS,2017-07-26,2024-12-31,2004-06-10,2017-12-25
65402,AOS,2017-07-26,2024-12-31,2017-12-26,2019-09-16
65402,AOS,2017-07-26,2024-12-31,2019-09-17,2024-12-31
65541,COO,2016-09-23,2024-12-31,2016-09-06,2023-09-25
65541,COO,2016-09-23,2024-12-31,2023-09-26,2024-02-19
65541,COO,2016-09-23,2024-12-31,2024-02-20,2024-12-31
65875,VZ,1983-12-01,2024-12-31,2000-07-03,2002-01-01
65875,VZ,1983-12-01,2024-12-31,2002-01-02,2004-06-09
65875,VZ,1983-12-01,2024-12-31,2004-06-10,2005-10-27
65875,VZ,1983-12-01,2024-12-31,2005-10-28,2013-03-14
65875,VZ,1983-12-01,2024-12-31,2013-03-15,2014-01-08
65875,VZ,1983-12-01,2024-12-31,2014-01-09,2020-02-11
65875,VZ,1983-12-01,2024-12-31,2020-02-12,2020-04-07
65875,VZ,1983-12-01,2024-12-31,2020-04-08,2021-04-25
65875,VZ,1983-12-01,2024-12-31,2021-04-26,2021-12-20
65875,VZ,1983-12-01,2024-12-31,2021-12-21,2022-04-03
65875,VZ,1983-12-01,2024-12-31,2022-04-04,2024-07-31
65875,VZ,1983-12-01,2024-12-31,2024-08-01,2024-12-31
65947,WELL,2009-01-30,2024-12-31,2018-02-28,2023-05-11
65947,WELL,2009-01-30,2024-12-31,2023-05-12,2024-12-31
66093,T,1983-12-01,2024-12-31,2005-12-01,2012-12-23
66093,T,1983-12-01,2024-12-31,2012-12-24,2014-01-08
66093,T,1983-12-01,2024-12-31,2014-01-09,2021-02-16
66093,T,1983-12-01,2024-12-31,2021-02-17,2021-12-29
66093,T,1983-12-01,2024-12-31,2021-12-30,2024-07-31
66093,T,1983-12-01,2024-12-31,2024-08-01,2024-12-31
66157,USB,1995-10-23,2024-12-31,1997-08-04,2001-02-26
66157,USB,1995-10-23,2024-12-31,2001-02-27,2001-09-30
66157,USB,1995-10-23,2024-12-31,2001-10-01,2002-01-01
66157,USB,1995-10-23,2024-12-31,2002-01-02,2004-06-09
66157,USB,1995-10-23,2024-12-31,2004-06-10,2006-07-18
66157,USB,1995-10-23,2024-12-31,2006-07-19,2009-12-03
66157,USB,1995-10-23,2024-12-31,2009-12-04,2011-06-12
66157,USB,1995-10-23,2024-12-31,2011-06-13,2014-01-21
66157,USB,1995-10-23,2024-12-31,2014-01-22,2020-02-10
66157,USB,1995-10-23,2024-12-31,2020-02-11,2020-04-05
66157,USB,1995-10-23,2024-12-31,2020-04-06,2024-12-31
66181,HD,1988-03-03,2024-12-31,1984-04-19,2002-01-01
66181,HD,1988-03-03,2024-12-31,2002-01-02,2004-06-09
66181,HD,1988-03-03,2024-12-31,2004-06-10,2007-09-11
66181,HD,1988-03-03,2024-12-31,2007-09-12,2011-06-09
66181,HD,1988-03-03,2024-12-31,2011-06-10,2014-02-24
66181,HD,1988-03-03,2024-12-31,2014-02-25,2024-12-31
66384,WDC,2009-07-01,2024-12-31,2004-06-10,2012-05-31
66384,WDC,2009-07-01,2024-12-31,2012-06-01,2024-12-31
66800,AIG,1980-02-14,2024-12-31,1984-10-10,2001-01-01
66800,AIG,1980-02-14,2024-12-31,2001-01-02,2002-01-01
66800,AIG,1980-02-14,2024-12-31,2002-01-02,2004-06-09
66800,AIG,1980-02-14,2024-12-31,2004-06-10,2009-06-30
66800,AIG,1980-02-14,2024-12-31,2009-07-01,2016-12-18
66800,AIG,1980-02-14,2024-12-31,2016-12-19,2021-04-04
66800,AIG,1980-02-14,2024-12-31,2021-04-05,2024-12-31
67598,DOC,2008-03-31,2024-12-31,2024-03-04,2024-12-31
69032,MS,1995-09-22,2024-12-31,1986-03-21,1997-06-01
69032,MS,1995-09-22,2024-12-31,2006-01-17,2008-09-25
69032,MS,1995-09-22,2024-12-31,2008-09-26,2011-06-12
69032,MS,1995-09-22,2024-12-31,2011-06-13,2013-09-29
69032,MS,1995-09-22,2024-12-31,2013-09-30,2014-01-06
69032,MS,1995-09-22,2024-12-31,2014-01-07,2014-09-14
69032,MS,1995-09-22,2024-12-31,2014-09-15,2015-04-19
69032,MS,1995-09-22,2024-12-31,2015-04-20,2016-07-19
69032,MS,1995-09-22,2024-12-31,2016-07-20,2020-03-01
69032,MS,1995-09-22,2024-12-31,2020-03-02,2021-08-26
69032,MS,1995-09-22,2024-12-31,2021-08-27,2024-09-11
69032,MS,1995-09-22,2024-12-31,2024-09-12,2024-12-31
69649,RJF,2017-03-20,2024-12-31,2017-01-12,2021-03-30
69649,RJF,2017-03-20,2024-12-31,2021-03-31,2023-03-26
69649,RJF,2017-03-20,2024-12-31,2023-03-27,2024-12-31
69796,STZ,2005-07-05,2024-12-31,2004-06-10,2014-01-09
69796,STZ,2005-07-05,2024-12-31,2014-01-10,2014-04-09
69796,STZ,2005-07-05,2024-12-31,2014-04-10,2024-12-31
70033,HOG,2000-01-31,2020-06-19,2006-08-15,2013-03-31
70033,HOG,2000-01-31,2020-06-19,2013-04-01,2013-05-29
70033,HOG,2000-01-31,2020-06-19,2013-05-30,2024-12-31
70519,TRV,1988-05-26,2024-12-31,1994-01-03,1995-04-26
70519,TRV,1988-05-26,2024-12-31,1995-04-27,1998-10-07
70519,CCI,1988-05-26,2024-12-31,1998-10-08,1998-12-03
70519,C,1988-05-26,2024-12-31,1998-12-04,2000-05-31
70519,C,1988-05-26,2024-12-31,2000-06-01,2002-01-01
70519,C,1988-05-26,2024-12-31,2002-01-02,2002-01-31
70519,C,1988-05-26,2024-12-31,2002-02-01,2004-06-09
70519,C,1988-05-26,2024-12-31,2004-06-10,2011-05-08
70519,C,1988-05-26,2024-12-31,2011-05-09,2014-07-30
70519,C,1988-05-26,2024-12-31,2014-07-31,2015-02-04
70519,C,1988-05-26,2024-12-31,2015-02-05,2019-06-23
70519,C,1988-05-26,2024-12-31,2019-06-24,2019-09-29
70519,C,1988-05-26,2024-12-31,2019-09-30,2024-12-31
70578,ECL,1989-01-12,2024-12-31,1986-12-10,2001-08-23
70578,ECL,1989-01-12,2024-12-31,2001-08-24,2002-01-01
70578,ECL,1989-01-12,2024-12-31,2002-01-02,2004-06-09
70578,ECL,1989-01-12,2024-12-31,2004-06-10,2017-03-09
70578,ECL,1989-01-12,2024-12-31,2017-03-10,2020-02-17
70578,ECL,1989-01-12,2024-12-31,2020-02-18,2021-03-31
70578,ECL,1989-01-12,2024-12-31,2021-04-01,2024-12-31
71563,TFC,1997-12-04,2024-12-31,2019-12-09,2020-02-10
71563,TFC,1997-12-04,2024-12-31,2020-02-11,2024-12-31
72726,STT,1997-08-15,2024-12-31,1997-04-17,2002-01-01
72726,STT,1997-08-15,2024-12-31,2002-01-02,2004-02-19
72726,STT,1997-08-15,2024-12-31,2004-02-20,2004-06-09
72726,STT,1997-08-15,2024-12-31,2004-06-10,2024-12-31
73139,SYK,2000-12-12,2024-12-31,1997-07-24,2001-02-28
73139,SYK,2000-12-12,2024-12-31,2001-03-01,2002-01-01
73139,SYK,2000-12-12,2024-12-31,2002-01-02,2004-06-09
73139,SYK,2000-12-12,2024-12-31,2004-06-10,2006-06-29
73139,SYK,2000-12-12,2024-12-31,2006-06-30,2024-12-31
75034,BKR,1987-04-09,2024-12-31,2019-10-18,2020-05-26
75034,BKR,1987-04-09,2024-12-31,2020-05-27,2021-12-06
75034,BKR,1987-04-09,2024-12-31,2021-12-07,2024-12-31
75154,CCL,1998-12-22,2024-12-31,1998-09-01,2002-01-01
75154,CCL,1998-12-22,2024-12-31,2002-01-02,2003-04-20
75154,CCL,1998-12-22,2024-12-31,2003-04-21,2004-06-09
75154,CCL,1998-12-22,2024-12-31,2004-06-10,2021-11-07
75154,CCL,1998-12-22,2024-12-31,2021-11-08,2024-06-25
75154,CCL,1998-12-22,2024-12-31,2024-06-26,2024-12-31
75186,SCHW,1997-06-02,2024-12-31,2005-12-20,2010-03-04
75186,SCHW,1997-06-02,2024-12-31,2010-03-05,2016-12-18
75186,SCHW,1997-06-02,2024-12-31,2016-12-19,2019-10-30
75186,SCHW,1997-06-02,2024-12-31,2019-10-31,2020-02-26
75186,SCHW,1997-06-02,2024-12-31,2020-02-27,2023-12-11
75186,SCHW,1997-06-02,2024-12-31,2023-12-12,2024-12-31
75510,ADBE,1997-05-06,2024-12-31,1986-08-13,2004-06-09
75510,ADBE,1997-05-06,2024-12-31,2004-06-10,2018-10-08
75510,ADBE,1997-05-06,2024-12-31,2018-10-09,2024-03-11
75510,ADBE,1997-05-06,2024-12-31,2024-03-12,2024-12-31
75591,IEX,2019-08-09,2024-12-31,2004-06-10,2020-03-18
75591,IEX,2019-08-09,2024-12-31,2020-03-19,2024-12-31
75607,GEN,2003-03-31,2024-12-31,2022-11-08,2024-12-31
75694,TECH,2021-08-30,2024-12-31,2014-11-04,2024-12-31
75819,VTR,2009-03-04,2024-12-31,2008-05-07,2009-11-29
75819,VTR,2009-03-04,2024-12-31,2009-11-30,2019-09-16
75819,VTR,2009-03-04,2024-12-31,2019-09-17,2024-12-31
75825,EOG,2000-11-02,2024-12-31,1999-09-15,2002-01-01
75825,EOG,2000-11-02,2024-12-31,2002-01-02,2004-06-09
75825,EOG,2000-11-02,2024-12-31,2004-06-10,2016-12-18
75825,EOG,2000-11-02,2024-12-31,2016-12-19,2020-11-17
75825,EOG,2000-11-02,2024-12-31,2020-11-18,2020-12-20
75825,EOG,2000-11-02,2024-12-31,2020-12-21,2024-06-30
75825,EOG,2000-11-02,2024-12-31,2024-07-01,2024-12-31
75828,EA,2002-07-22,2024-12-31,2011-12-20,2017-05-11
75828,EA,2002-07-22,2024-12-31,2017-05-12,2021-03-30
75828,EA,2002-07-22,2024-12-31,2021-03-31,2023-03-26
75828,EA,2002-07-22,2024-12-31,2023-03-27,2024-12-31
75912,PTC,2021-04-20,2024-12-31,2013-12-03,2023-03-26
75912,PTC,2021-04-20,2024-12-31,2023-03-27,2024-06-20
75912,PTC,2021-04-20,2024-12-31,2024-06-21,2024-12-31
76076,CSCO,1993-12-31,2024-12-31,1990-02-16,2000-07-31
76076,CSCO,1993-12-31,2024-12-31,2000-08-01,2004-06-09
76076,CSCO,1993-12-31,2024-12-31,2004-06-10,2006-06-29
76076,CSCO,1993-12-31,2024-12-31,2006-06-30,2014-02-12
76076,CSCO,1993-12-31,2024-12-31,2014-02-13,2024-12-31
76082,CTRA,2008-06-23,2024-12-31,2021-10-04,2024-12-31
76095,HOLX,2016-03-30,2024-12-31,2006-12-22,2018-01-28
76095,HOLX,2016-03-30,2024-12-31,2018-01-29,2024-12-31
76185,TYL,2020-06-22,2024-12-31,2006-06-30,2024-03-11
76185,TYL,2020-06-22,2024-12-31,2024-03-12,2024-12-31
76230,TRMB,2021-01-21,2024-12-31,2017-05-04,2021-03-28
76230,TRMB,2021-01-21,2024-12-31,2021-03-29,2024-12-31
76282,AN,2003-02-24,2017-08-07,2002-01-02,2004-06-09
76282,AN,2003-02-24,2017-08-07,2004-06-10,2024-12-31
76605,AZO,1997-01-02,2024-12-31,1991-04-02,1998-08-02
76605,AZO,1997-01-02,2024-12-31,1998-08-03,2001-08-23
76605,AZO,1997-01-02,2024-12-31,2001-08-24,2002-01-01
76605,AZO,1997-01-02,2024-12-31,2002-01-02,2004-06-09
76605,AZO,1997-01-02,2024-12-31,2004-06-10,2006-06-29
76605,AZO,1997-01-02,2024-12-31,2006-06-30,2008-04-24
76605,AZO,1997-01-02,2024-12-31,2008-04-25,2024-07-31
76605,AZO,1997-01-02,2024-12-31,2024-08-01,2024-12-31
76614,REGN,2013-05-01,2024-12-31,2008-04-29,2024-12-31
76709,IDXX,2017-01-05,2024-12-31,2006-06-30,2019-09-11
76709,IDXX,2017-01-05,2024-12-31,2019-09-12,2024-06-24
76709,IDXX,2017-01-05,2024-12-31,2024-06-25,2024-12-31
76712,AES,1998-10-02,2024-12-31,1996-10-16,2002-01-01
76712,AES,1998-10-02,2024-12-31,2002-01-02,2004-06-09
76712,AES,1998-10-02,2024-12-31,2004-06-10,2019-09-11
76712,AES,1998-10-02,2024-12-31,2019-09-12,2024-12-31
76744,VRTX,2013-09-23,2024-12-31,2004-06-10,2024-12-31
76795,ZBRA,2019-12-23,2024-12-31,2017-02-24,2024-06-20
76795,ZBRA,2019-12-23,2024-12-31,2024-06-21,2024-12-31
76841,BIIB,2003-11-13,2024-12-31,2003-11-13,2004-06-09
76841,BIIB,2003-11-13,2024-12-31,2004-06-10,2011-07-25
76841,BIIB,2003-11-13,2024-12-31,2011-07-26,2015-03-23
76841,BIIB,2003-11-13,2024-12-31,2015-03-24,2019-09-11
76841,BIIB,2003-11-13,2024-12-31,2019-09-12,2024-12-31
77037,ODFL,2019-12-09,2024-12-31,2019-08-02,2024-12-31
77129,KIM,2006-04-03,2024-12-31,2004-06-10,2010-12-02
77129,KIM,2006-04-03,2024-12-31,2010-12-03,2019-09-11
77129,KIM,2006-04-03,2024-12-31,2019-09-12,2024-12-31
77178,QCOM,1999-07-22,2024-12-31,1991-12-13,2004-06-09
77178,QCOM,1999-07-22,2024-12-31,2004-06-10,2006-07-20
77178,QCOM,1999-07-22,2024-12-31,2006-07-21,2012-10-17
77178,QCOM,1999-07-22,2024-12-31,2012-10-18,2016-07-20
77178,QCOM,1999-07-22,2024-12-31,2016-07-21,2020-04-27
77178,QCOM,1999-07-22,2024-12-31,2020-04-28,2020-11-01
77178,QCOM,1999-07-22,2024-12-31,2020-11-02,2024-12-31
77182,PRGO,2011-12-19,2021-09-17,2004-12-06,2013-06-05
77182,PRGO,2011-12-19,2021-09-17,2013-06-06,2013-12-18
77182,PRGO,2011-12-19,2021-09-17,2013-12-19,2024-12-31
77274,GILD,2004-07-01,2024-12-31,2004-06-10,2019-10-28
77274,GILD,2004-07-01,2024-12-31,2019-10-29,2020-03-02
77274,GILD,2004-07-01,2024-12-31,2020-03-03,2020-07-27
77274,GILD,2004-07-01,2024-12-31,2020-07-28,2024-12-31
77338,ROP,2009-12-23,2024-12-31,2004-06-10,2011-06-12
77338,ROP,2009-12-23,2024-12-31,2011-06-13,2014-01-26
77338,ROP,2009-12-23,2024-12-31,2014-01-27,2015-04-28
77338,ROP,2009-12-23,2024-12-31,2015-04-29,2023-07-05
77338,ROP,2009-12-23,2024-12-31,2023-07-06,2024-12-31
77357,SNPS,2017-03-16,2024-12-31,2005-08-12,2023-04-02
77357,SNPS,2017-03-16,2024-12-31,2023-04-03,2024-12-31
77496,MHK,2013-12-23,2024-12-31,2004-06-10,2017-04-09
77496,MHK,2013-12-23,2024-12-31,2017-04-10,2019-11-25
77496,MHK,2013-12-23,2024-12-31,2019-11-26,2020-04-05
77496,MHK,2013-12-23,2024-12-31,2020-04-06,2021-03-30
77496,MHK,2013-12-23,2024-12-31,2021-03-31,2023-08-10
77496,MHK,2013-12-23,2024-12-31,2023-08-11,2024-12-31
77605,BSX,1995-02-24,2024-12-31,1992-05-19,2001-08-23
77605,BSX,1995-02-24,2024-12-31,2001-08-24,2002-01-01
77605,BSX,1995-02-24,2024-12-31,2002-01-02,2004-06-09
77605,BSX,1995-02-24,2024-12-31,2004-06-10,2024-12-31
77649,STE,2019-12-23,2024-12-31,2019-03-28,2023-09-17
77649,STE,2019-12-23,2024-12-31,2023-09-18,2024-06-20
77649,STE,2019-12-23,2024-12-31,2024-06-21,2024-12-31
77661,DHI,2005-07-05,2024-12-31,2004-06-10,2006-07-23
77661,DHI,2005-07-05,2024-12-31,2006-07-24,2006-08-08
77661,DHI,2005-07-05,2024-12-31,2006-08-09,2024-12-31
77668,ESRX,2003-09-26,2018-12-21,2001-05-31,2004-06-09
77668,ESRX,2003-09-26,2018-12-21,2004-06-10,2012-04-02
77668,ESRX,2003-09-26,2018-12-21,2012-04-03,2012-05-21
77668,ESRX,2003-09-26,2018-12-21,2012-05-22,2014-07-29
77668,ESRX,2003-09-26,2018-12-21,2014-07-30,2018-12-20
77702,SBUX,2000-06-08,2024-12-31,1999-07-01,2004-06-09
77702,SBUX,2000-06-08,2024-12-31,2004-06-10,2012-05-02
77702,SBUX,2000-06-08,2024-12-31,2012-05-03,2014-01-23
77702,SBUX,2000-06-08,2024-12-31,2014-01-24,2024-12-31
77730,TSN,2005-08-11,2024-12-31,2004-06-10,2017-07-10
77730,TSN,2005-08-11,2024-12-31,2017-07-11,2020-05-03
77730,TSN,2005-08-11,2024-12-31,2020-05-04,2021-03-31
77730,TSN,2005-08-11,2024-12-31,2021-04-01,2024-12-31
78975,INTU,2000-12-11,2024-12-31,1993-03-12,2004-06-09
78975,INTU,2000-12-11,2024-12-31,2004-06-10,2006-06-29
78975,INTU,2000-12-11,2024-12-31,2006-06-30,2007-05-29
78975,INTU,2000-12-11,2024-12-31,2007-05-30,2023-04-10
78975,INTU,2000-12-11,2024-12-31,2023-04-11,2024-12-31
78987,MCHP,2007-09-07,2024-12-31,2004-06-10,2024-12-31
79057,CB,2010-07-15,2024-12-31,2016-01-15,2020-02-24
79057,CB,2010-07-15,2024-12-31,2020-02-25,2024-06-25
79057,CB,2010-07-15,2024-12-31,2024-06-26,2024-12-31
79094,JBL,2023-12-18,2024-12-31,2017-06-05,2024-12-31
79103,ORLY,2009-03-27,2024-12-31,2006-06-30,2010-12-29
79103,ORLY,2009-03-27,2024-12-31,2010-12-30,2014-02-05
79103,ORLY,2009-03-27,2024-12-31,2014-02-06,2017-02-07
79103,ORLY,2009-03-27,2024-12-31,2017-02-08,2023-04-02
79103,ORLY,2009-03-27,2024-12-31,2023-04-03,2024-12-31
79145,RCL,2014-12-05,2024-12-31,2011-06-16,2017-12-25
79145,RCL,2014-12-05,2024-12-31,2017-12-26,2023-08-10
79145,RCL,2014-12-05,2024-12-31,2023-08-11,2024-12-31
79237,RIG,2013-10-29,2017-07-25,2008-12-19,2024-12-31
79323,ALL,1995-07-13,2024-12-31,1993-06-03,2002-01-01
79323,ALL,1995-07-13,2024-12-31,2002-01-02,2004-06-09
79323,ALL,1995-07-13,2024-12-31,2004-06-10,2024-12-31
79452,CPT,2022-04-04,2024-12-31,2019-09-12,2024-12-31
79545,BWA,2011-12-19,2024-12-31,2006-07-28,2012-07-25
79545,BWA,2011-12-19,2024-12-31,2012-07-26,2014-01-22
79545,BWA,2011-12-19,2024-12-31,2014-01-23,2024-12-31
79547,EQR,2001-12-03,2024-12-31,1993-08-12,2002-01-01
79547,EQR,2001-12-03,2024-12-31,2002-01-02,2002-05-15
79547,EQR,2001-12-03,2024-12-31,2002-05-16,2004-06-09
79547,EQR,2001-12-03,2024-12-31,2004-06-10,2008-04-30
79547,EQR,2001-12-03,2024-12-31,2008-05-01,2024-12-31
79637,UHS,2014-09-22,2024-12-31,2004-06-10,2024-12-31
79698,IT,2017-04-05,2024-12-31,2017-03-20,2020-05-03
79698,IT,2017-04-05,2024-12-31,2020-05-04,2024-12-31
79782,REG,2017-03-02,2024-12-31,2017-01-11,2018-11-12
79782,REG,2017-03-02,2024-12-31,2018-11-13,2024-12-31
79785,NVR,2019-09-26,2024-12-31,2008-01-02,2024-12-31
79881,URBN,2010-02-08,2017-03-17,2006-06-30,2019-09-11
79906,INCY,2017-02-28,2024-12-31,2017-02-14,2023-01-12
79906,INCY,2017-02-28,2024-12-31,2023-01-13,2024-06-24
79906,INCY,2017-02-28,2024-12-31,2024-06-25,2024-12-31
79915,NFX,2010-12-20,2019-02-14,2004-06-10,2016-12-18
79915,NFX,2010-12-20,2019-02-14,2016-12-19,2019-02-13
80100,SPG,2002-06-26,2024-12-31,2002-01-02,2004-06-09
80100,SPG,2002-06-26,2024-12-31,2004-06-10,2010-12-12
80100,SPG,2002-06-26,2024-12-31,2010-12-13,2020-02-10
80100,SPG,2002-06-26,2024-12-31,2020-02-11,2024-12-31
80183,MAA,2016-12-02,2024-12-31,2008-04-25,2024-12-31
80191,ALB,2016-07-01,2024-12-31,2011-06-10,2019-09-11
80191,ALB,2016-07-01,2024-12-31,2019-09-12,2024-12-31
80204,MLM,2014-07-02,2024-12-31,2014-01-29,2024-12-31
80286,TSCO,2014-01-24,2024-12-31,2007-08-17,2019-09-16
80286,TSCO,2014-01-24,2024-12-31,2019-09-17,2021-02-28
80286,TSCO,2014-01-24,2024-12-31,2021-03-01,2023-03-26
80286,TSCO,2014-01-24,2024-12-31,2023-03-27,2024-12-31
80320,CPRT,2018-07-02,2024-12-31,2006-06-30,2019-09-11
80320,CPRT,2018-07-02,2024-12-31,2019-09-12,2024-12-31
80381,AVB,2007-01-10,2024-12-31,2004-06-10,2008-04-24
80381,AVB,2007-01-10,2024-12-31,2008-04-25,2024-12-31
80399,MAC,2013-05-09,2019-12-20,2011-02-09,2019-09-11
80399,MAC,2013-05-09,2019-12-20,2019-09-12,2024-12-31
80539,NKTR,2018-03-19,2019-10-02,2004-06-10,2024-12-31
80681,ESS,2014-04-02,2024-12-31,2008-04-25,2024-12-31
80711,AIV,2003-03-14,2020-12-18,2002-01-02,2004-06-09
80711,AIV,2003-03-14,2020-12-18,2004-06-10,2008-04-24
80711,AIV,2003-03-14,2020-12-18,2008-04-25,2019-02-20
80711,AIV,2003-03-14,2020-12-18,2019-02-21,2020-11-30
80711,AIV,2003-03-14,2020-12-18,2020-12-01,2024-12-31
81045,O,2015-04-07,2024-12-31,2010-12-06,2019-09-11
81045,O,2015-04-07,2024-12-31,2019-09-12,2024-12-31
81055,COF,1998-07-01,2024-12-31,1994-11-16,2001-01-31
81055,COF,1998-07-01,2024-12-31,2001-02-01,2002-01-01
81055,COF,1998-07-01,2024-12-31,2002-01-02,2002-09-30
81055,COF,1998-07-01,2024-12-31,2002-10-01,2004-06-09
81055,COF,1998-07-01,2024-12-31,2004-06-10,2011-06-09
81055,COF,1998-07-01,2024-12-31,2011-06-10,2013-06-10
81055,COF,1998-07-01,2024-12-31,2013-06-11,2014-01-06
81055,COF,1998-07-01,2024-12-31,2014-01-07,2020-02-20
81055,COF,1998-07-01,2024-12-31,2020-02-21,2020-08-26
81055,COF,1998-07-01,2024-12-31,2020-08-27,2022-11-01
81055,COF,1998-07-01,2024-12-31,2022-11-02,2024-12-31
81061,MCK,1999-01-13,2024-12-31,1999-01-13,2002-01-01
81061,MCK,1999-01-13,2024-12-31,2002-01-02,2004-06-09
81061,MCK,1999-01-13,2024-12-31,2004-06-10,2006-07-27
81061,MCK,1999-01-13,2024-12-31,2006-07-28,2017-01-25
81061,MCK,1999-01-13,2024-12-31,2017-01-26,2019-09-11
81061,MCK,1999-01-13,2024-12-31,2019-09-12,2021-03-31
81061,MCK,1999-01-13,2024-12-31,2021-04-01,2024-12-31
81481,DLTR,2011-12-19,2024-12-31,2008-03-03,2020-11-17
81481,DLTR,2011-12-19,2024-12-31,2020-11-18,2023-03-26
81481,DLTR,2011-12-19,2024-12-31,2023-03-27,2024-12-31
81540,COR,2001-08-30,2024-12-31,2023-08-30,2024-12-31
81655,DRI,1995-05-30,2024-12-31,1995-05-30,2002-01-01
81655,DRI,1995-05-30,2024-12-31,2002-01-02,2004-06-09
81655,DRI,1995-05-30,2024-12-31,2004-06-10,2014-07-20
81655,DRI,1995-05-30,2024-12-31,2014-07-21,2024-12-31
81677,WAB,2019-02-27,2024-12-31,2004-06-10,2024-12-31
81736,RMD,2017-07-26,2024-12-31,2011-06-13,2020-03-30
81736,RMD,2017-07-26,2024-12-31,2020-03-31,2023-03-26
81736,RMD,2017-07-26,2024-12-31,2023-03-27,2023-07-18
81736,RMD,2017-07-26,2024-12-31,2023-07-19,2024-12-31
81774,FCX,1995-07-31,2024-12-31,1995-07-31,2002-01-01
81774,FCX,1995-07-31,2024-12-31,2002-01-02,2004-06-09
81774,FCX,1995-07-31,2024-12-31,2004-06-10,2007-03-27
81774,FCX,1995-07-31,2024-12-31,2007-03-28,2013-03-04
81774,FCX,1995-07-31,2024-12-31,2013-03-05,2014-07-13
81774,FCX,1995-07-31,2024-12-31,2014-07-14,2020-04-27
81774,FCX,1995-07-31,2024-12-31,2020-04-28,2020-11-17
81774,FCX,1995-07-31,2024-12-31,2020-11-18,2020-12-27
81774,FCX,1995-07-31,2024-12-31,2020-12-28,2024-12-31
82276,ACGL,2022-11-01,2024-12-31,2021-03-31,2024-12-31
82303,EG,2017-06-19,2024-12-31,2023-07-10,2024-12-31
82307,DVA,2008-07-31,2024-12-31,2004-06-10,2012-11-07
82307,DVA,2008-07-31,2024-12-31,2012-11-08,2014-01-07
82307,DVA,2008-07-31,2024-12-31,2014-01-08,2014-02-11
82307,DVA,2008-07-31,2024-12-31,2014-02-12,2016-08-31
82307,DVA,2008-07-31,2024-12-31,2016-09-01,2021-03-30
82307,DVA,2008-07-31,2024-12-31,2021-03-31,2024-12-31
82515,POOL,2020-10-07,2024-12-31,2019-09-12,2024-12-31
82581,HSIC,2015-03-18,2024-12-31,2011-02-22,2024-12-31
82598,NTAP,1999-06-25,2024-12-31,1995-11-21,2004-06-09
82598,NTAP,1999-06-25,2024-12-31,2004-06-10,2008-03-25
82598,NTAP,1999-06-25,2024-12-31,2008-03-26,2024-12-31
82642,EL,2006-01-05,2024-12-31,2004-06-10,2006-07-06
82642,EL,2006-01-05,2024-12-31,2006-07-07,2006-08-16
82642,EL,2006-01-05,2024-12-31,2006-08-17,2009-09-08
82642,EL,2006-01-05,2024-12-31,2009-09-09,2019-09-11
82642,EL,2006-01-05,2024-12-31,2019-09-12,2024-12-31
82651,WAT,2002-01-02,2024-12-31,2002-01-02,2004-06-09
82651,WAT,2002-01-02,2024-12-31,2004-06-10,2011-03-15
82651,WAT,2002-01-02,2024-12-31,2011-03-16,2019-08-01
82651,WAT,2002-01-02,2024-12-31,2019-08-02,2024-12-31
82775,HIG,1995-12-20,2024-12-31,1995-12-20,1997-05-04
82775,HIG,1995-12-20,2024-12-31,1997-05-05,2002-01-01
82775,HIG,1995-12-20,2024-12-31,2002-01-02,2002-01-31
82775,HIG,1995-12-20,2024-12-31,2002-02-01,2004-06-09
82775,HIG,1995-12-20,2024-12-31,2004-06-10,2009-09-08
82775,HIG,1995-12-20,2024-12-31,2009-09-09,2016-12-18
82775,HIG,1995-12-20,2024-12-31,2016-12-19,2019-01-07
82775,HIG,1995-12-20,2024-12-31,2019-01-08,2019-09-11
82775,HIG,1995-12-20,2024-12-31,2019-09-12,2024-12-31
83143,IRM,2009-01-06,2024-12-31,2004-06-10,2011-06-15
83143,IRM,2009-01-06,2024-12-31,2011-06-16,2014-07-10
83143,IRM,2009-01-06,2024-12-31,2014-07-11,2015-01-20
83143,IRM,2009-01-06,2024-12-31,2015-01-21,2016-09-18
83143,IRM,2009-01-06,2024-12-31,2016-09-19,2017-06-07
83143,IRM,2009-01-06,2024-12-31,2017-06-08,2017-12-25
83143,IRM,2009-01-06,2024-12-31,2017-12-26,2024-12-31
83597,FDS,2021-12-20,2024-12-31,2019-08-02,2024-12-31
84032,NOV,2005-03-14,2021-09-17,2005-03-14,2021-01-03
84032,NOV,2005-03-14,2021-09-17,2021-01-04,2023-08-23
84129,ZION,2001-06-25,2024-03-15,1999-07-01,2004-06-09
84129,ZION,2001-06-25,2024-03-15,2004-06-10,2018-09-30
84129,ZION,2001-06-25,2024-03-15,2018-10-01,2024-12-31
