Trial,K_NF_GMM,K_nonNF_GMM,eps_NF_GMM,eps_nonNF_GMM,eps_kannan,loss_NF_GMM,loss_nonNF_GMM,loss_kannan,loss_nw
0,3.0,3.0,0.5,0.1,1.0,13.109028394756322,12.058012427926705,14.352130190514316,11.7411910960428
1,3.0,3.0,1.0,1.0,0.01,10.880147740894373,10.64130317669022,16.69827710561369,10.117602573703936
2,3.0,3.0,0.5,0.5,0.01,7.172833873088839,6.152091175272085,13.689271225337997,10.790084294869944
3,3.0,3.0,0.5,0.05,1.0,12.666801305879202,12.769137933702424,17.863485526362922,14.418772818449781
4,3.0,3.0,0.1,0.05,0.05,10.03204140930366,11.923219245776133,10.124082759698023,10.665219099187487
5,3.0,3.0,0.05,0.01,0.05,12.057793817185866,12.490505878153488,14.428114906140946,11.963571143213924
6,3.0,3.0,0.5,0.01,0.01,7.863520577503709,7.597052877739219,18.828925216159764,9.917767759935273
7,2.0,3.0,0.1,0.1,0.05,5.68016058497682,6.204636178115694,11.819149128163527,9.60854607455858
8,3.0,3.0,0.05,0.01,1.0,12.727161960378895,12.779343941340073,15.553147601992544,12.737941659719791
9,3.0,3.0,1.0,0.5,0.05,13.009295224433648,12.524851272934391,16.168904641401987,12.856284872808045
10,3.0,3.0,1.0,1.0,1.0,9.067701758644903,9.397378109204483,13.193813019429312,11.343478325953479
11,3.0,3.0,0.05,0.05,1.0,10.715115148347067,10.646880128977019,11.946911170061052,10.749106198483025
12,3.0,3.0,0.05,0.5,0.05,10.582797425384456,10.594655318916827,10.54818386883716,10.66802426652281
13,2.0,3.0,0.05,0.5,0.05,13.112691791252349,11.618257836864982,16.76476417317606,11.621054862962021
14,3.0,3.0,1.0,1.0,0.01,6.3277033058858025,7.190570646402659,16.90957354701225,12.190215761368652
15,3.0,3.0,0.01,0.01,1.0,11.34810392890904,10.768307445957214,13.475283782684752,10.771477427376873
16,3.0,3.0,0.01,0.05,0.05,8.724910869817178,8.963979922870681,10.342361577390095,10.126534520936978
17,3.0,3.0,1.0,0.01,0.01,4.9945119207592095,4.929052746270279,13.23371722179766,8.34136196442147
18,3.0,3.0,0.01,0.01,0.01,9.734635248152834,10.6163867624274,11.241840098119916,9.483211969450961
19,3.0,3.0,0.01,0.05,0.05,7.086560855211913,5.959686179212058,12.470405035694272,10.136390066954633
20,3.0,3.0,0.01,0.01,0.05,11.522787293177377,11.864911984086554,12.583218924306468,11.623805996124272
21,3.0,3.0,1.0,1.0,0.1,15.126532802267127,13.672252634144385,9.44700905725072,8.868534063836774
22,3.0,3.0,0.01,0.05,0.05,5.292833505098091,5.323970097359631,8.241971462618809,8.358514134914074
23,3.0,3.0,0.1,0.01,1.0,10.329617098423116,9.904426722914067,11.503829007338522,10.446879229085276
24,3.0,3.0,0.05,0.05,1.0,6.721461412621499,5.897394894940988,10.75693477983357,10.77673764740636
25,3.0,3.0,0.5,0.5,0.05,11.885140593731352,12.718876899518278,22.377736138690935,12.539222818755105
26,3.0,3.0,0.05,0.01,0.5,12.64839347472418,12.716555003492726,15.55682517011694,12.808940902882814
27,3.0,3.0,0.5,0.01,0.5,4.357988446142036,3.5701445473523346,13.85403027981603,10.582992525983396
28,3.0,3.0,0.01,0.01,0.05,8.700548208554734,8.718682050645729,22.21327616793072,9.443626739877885
29,3.0,3.0,0.5,0.1,1.0,12.740185381999414,12.506397359356974,17.479337804289454,12.710169047941537
30,3.0,3.0,1.0,1.0,0.01,11.48829085412164,12.545045433647726,24.03359973300715,12.772862756010145
31,3.0,3.0,0.5,0.05,0.01,12.314655065874392,12.482947374897382,15.474921041814381,13.053333013549093
32,3.0,3.0,0.01,0.05,0.5,12.681174470210108,11.589964871238866,13.046022405923358,11.48208248520404
33,3.0,3.0,0.1,0.01,0.05,7.969037268784535,8.235237968336852,8.895415591129552,9.371235303139265
34,3.0,3.0,0.1,0.1,0.5,24.755543053177586,19.473478603212165,12.364278258757581,10.05635758254075
35,3.0,3.0,0.01,0.5,0.5,4.809353348753095,3.8054040115862477,11.66550220241147,8.975308771196923
36,3.0,3.0,1.0,1.0,0.01,6.9795225696805465,6.880446673736011,7.765915106414886,8.823351080429461
37,3.0,3.0,0.5,0.5,0.01,8.509391401679455,8.286848769926333,12.3550419200222,11.42676523553535
38,3.0,3.0,0.1,0.01,0.05,7.629876679453724,7.203006929921253,11.064737345122081,11.041683939931781
39,3.0,3.0,0.05,0.05,0.01,10.55408146974273,10.766217258464433,10.705844722501764,10.68026791382722
40,3.0,3.0,0.5,1.0,0.01,6.184512907453673,6.144071238600863,13.999320315308069,11.340657144459682
41,3.0,3.0,1.0,1.0,1.0,9.233911981416433,9.416059273499572,19.30711706667933,14.302996820863235
42,3.0,3.0,1.0,1.0,1.0,5.915966992247649,5.83478934087497,15.413600088618738,6.168059181937896
43,3.0,3.0,0.1,0.01,0.05,7.219184628593724,5.733885474131319,14.872075108304848,11.163516588227393
44,3.0,3.0,0.5,1.0,0.05,8.668748218627067,7.761869405497772,8.959652361186189,8.043768111873053
45,3.0,3.0,0.5,1.0,0.01,9.54424472339326,7.09004761657795,6.90730100228302,8.847558991896477
46,3.0,3.0,0.05,0.5,0.01,9.009919539170774,8.918361298310659,18.242940214209955,9.501978033894323
47,3.0,3.0,0.5,0.5,0.05,11.764057615798931,13.02512626171184,25.106901261121624,13.701948476042952
48,3.0,3.0,0.05,0.01,0.01,11.672387511369964,11.67489745117869,16.377608198005735,12.172660688461198
49,3.0,3.0,0.05,0.05,1.0,7.843150418198134,8.422032713750669,10.69228141586725,10.77089214713949
50,3.0,3.0,0.01,0.1,0.01,9.693506483299897,9.381760922105286,12.398448167181238,11.197415934984022
51,3.0,3.0,0.01,0.01,0.01,11.805800880624885,10.106218961090038,26.826554580340385,20.51037319439505
52,3.0,3.0,1.0,1.0,0.5,10.684710910838922,10.74068056849898,12.62006629049778,11.491639172666646
53,3.0,3.0,0.1,0.01,0.01,11.991501063648514,12.172313042339663,14.469836938998546,12.501299628910203
54,3.0,3.0,0.05,0.1,0.05,12.788365055083117,12.817502044307966,17.66370916231952,13.17027872949858
55,3.0,3.0,0.05,0.01,0.01,6.062384389174081,6.413884765293364,16.326494592632486,13.331806328886719
56,3.0,3.0,0.05,0.01,0.01,8.360468476121921,8.402923730116626,21.131183119635168,14.204814677667642
57,3.0,3.0,0.05,0.05,0.05,5.908944211726484,5.473395578428062,20.488443439309226,11.166518054704843
58,3.0,3.0,0.1,0.01,0.5,13.599486571013474,12.873386917733779,14.291500930215179,12.727640746773384
59,3.0,3.0,0.01,0.01,0.01,8.163793609727495,6.754298939740767,12.71402040734281,11.314250770996804
60,3.0,3.0,1.0,0.1,0.5,12.945620457109708,13.147719297939064,12.02042039481478,10.936913679422817
61,3.0,3.0,0.01,0.05,0.05,3.775894599841725,3.7004354679958342,14.164901019521793,8.498976380912856
62,3.0,3.0,0.1,0.05,0.05,11.763918712740484,10.95091644632159,12.914815554609788,10.835936679006936
63,3.0,3.0,1.0,1.0,0.05,11.882156656460161,10.052633833620193,8.80845336104571,9.308371590149363
64,3.0,3.0,0.5,1.0,0.01,10.077190453974453,12.65839331250142,25.31160029225621,13.927716259434069
65,3.0,3.0,1.0,1.0,1.0,11.082562646581485,9.987951800526801,25.034930699914945,16.803336921520653
