Trial,K_GMM,loss_GMM,loss_EW,loss_MC,loss_DRMC,loss_CMC,loss_DRCMC,loss_OTCMC,mean_GMM,mean_EW,mean_MC,mean_DRMC,mean_CMC,mean_DRCMC,mean_OTCMC
0,2.0,-6.964288839958706,-5.670124812030078,-1.967598632670616,-4.804135034785344,-11.033709662215852,-5.669594300945811,-5.669721926603352,1.1607148066597845,0.945020802005013,0.3279331054451027,0.8006891724642242,1.8389516103693087,0.9449323834909685,0.9449536544338921
1,3.0,-15.105861820837294,-13.507377443609018,-12.065709007884179,-12.162178844585931,-8.558049468018087,-13.506534607340836,-13.506269777471852,2.517643636806216,2.2512295739348365,2.0109515013140298,2.027029807430989,1.4263415780030144,2.251089101223473,2.2510449629119753
2,3.0,-5.729613373907765,-5.030714285714285,-5.8036105498127055,-4.895976851433486,-14.0102001396646,-5.0305708013974035,-5.0310038646042745,0.954935562317961,0.8384523809523808,0.9672684249687844,0.8159961419055809,2.335033356610767,0.8384284668995674,0.8385006441007126
3,2.0,-2.1408181991962474,-0.9750766917293235,-0.07283588058152568,-1.4044068708345383,-0.23616323774868267,-0.9752634689541538,-0.9752975112200588,0.3568030331993747,0.16251278195488728,0.012139313430254279,0.2340678118057564,0.03936053962478045,0.16254391149235897,0.16254958520334312
4,2.0,0.3597371194094156,0.6990345864661653,4.015661646946247,0.9593384470344114,11.129399564575463,0.6990103225730961,0.6989984759415094,-0.05995618656823593,-0.11650576441102754,-0.669276941157708,-0.1598897411724019,-1.854899927429244,-0.11650172042884935,-0.11649974599025156
5,2.0,-6.927056411071583,-4.625252631578952,0.8511828105021144,-3.489019130165385,-8.402189597052528,-4.6245210771934655,-4.624868165601981,1.154509401845264,0.7708754385964921,-0.14186380175035238,0.5815031883608974,1.4003649328420882,0.7707535128655776,0.7708113609336635
6,2.0,2.422755493080684,1.5828255639097746,2.638202852580406,1.2494956267263313,2.8660417243068212,1.582814498867742,1.5829004960998792,-0.403792582180114,-0.2638042606516291,-0.4397004754300676,-0.20824927112105518,-0.47767362071780345,-0.263802416477957,-0.26381674934997984
7,2.0,-2.460049494304669,-1.6739007518796996,-2.009313526272757,-0.7862360412443278,-1.7730848811086029,-1.6734180140590276,-1.6735273105831026,0.41000824905077815,0.2789834586466166,0.3348855877121262,0.13103934020738797,0.29551414685143385,0.27890300234317134,0.27892121843051715
8,3.0,3.9477079526858074,4.031891729323307,1.5269785528596702,3.125457465792237,4.256196694798153,4.031421068949979,4.03165009130437,-0.6579513254476346,-0.6719819548872179,-0.25449642547661167,-0.5209095776320395,-0.7093661157996922,-0.671903511491663,-0.6719416818840617
9,2.0,-4.490923350125541,-2.853315789473683,3.069893213359477,-2.7168985946096362,-8.13720553270704,-2.853183208199109,-2.8536081592368614,0.7484872250209235,0.4755526315789472,-0.5116488688932462,0.4528164324349394,1.35620092211784,0.47553053469985157,0.47560135987281027
10,2.0,-3.662933058231905,-4.232350375939851,-5.297107424767679,-4.554679233073077,-1.8173012180076398,-4.232307232327692,-4.2325021898990585,0.6104888430386508,0.7053917293233087,0.8828512374612799,0.7591132055121798,0.30288353633460663,0.7053845387212823,0.7054170316498432
11,2.0,3.804947953136436,3.010476691729324,0.8101744518707593,2.570803905408518,8.588592923375526,3.0102346132402182,3.010430490166497,-0.634157992189406,-0.5017461152882207,-0.13502907531179323,-0.4284673175680863,-1.431432153895921,-0.5017057688733697,-0.5017384150277495
12,2.0,2.814995109806934,2.9199533834586466,-1.4745968004886416,2.6966057190040402,5.23997076392765,2.9195881202754,2.9198922648678343,-0.46916585163448893,-0.48665889724310774,0.24576613341477363,-0.4494342865006733,-0.8733284606546081,-0.48659802004589997,-0.4866487108113058
13,2.0,0.5585817353403421,0.4371533834586466,-4.788925998736314,-0.3904540899548028,-1.6831272250963976,0.43633370755267037,0.4369164094400843,-0.093096955890057,-0.07285889724310776,0.798154333122719,0.06507568165913381,0.28052120418273296,-0.07272228459211173,-0.07281940157334738
14,2.0,3.506141217564282,2.978430075187971,-1.4055953233937428,2.525268004945045,21.08577086914539,2.9777369908977414,2.97839507859565,-0.584356869594047,-0.4964050125313284,0.2342658872322905,-0.4208780008241741,-3.514295144857565,-0.49628949848295695,-0.4963991797659415
15,3.0,13.774318716212122,13.914266165413547,11.670475433979284,13.6508457223269,8.761271385611915,13.913343895971463,13.914094257836526,-2.2957197860353538,-2.3190443609022573,-1.9450792389965474,-2.2751409537211504,-1.4602118976019858,-2.3188906493285772,-2.319015709639421
16,2.0,-5.822831694975196,-6.522851127819542,-0.2954042919526282,-5.731031650600568,-16.203051346203004,-6.521423598139164,-6.52228409714186,0.9704719491625328,1.0871418546365905,0.049234048658771366,0.9551719417667615,2.7005085577005006,1.0869039330231942,1.0870473495236435
