Trial,K_GMM,loss_GMM,loss_EW,loss_MC,loss_DRMC,loss_CMC,loss_DRCMC,loss_OTCMC,mean_GMM,mean_EW,mean_MC,mean_DRMC,mean_CMC,mean_DRCMC,mean_OTCMC
0,2.0,-2.030483076940279,-1.890041604010026,0.6218402857026933,-1.401222124409822,-4.2510387989132035,-1.8898724193105774,-1.8897912130293344,1.01524153847014,0.945020802005013,-0.31092014285134667,0.700611062204911,2.1255193994566017,0.9449362096552888,0.9448956065146672
1,3.0,-4.551293770284504,-4.502459147869672,-3.151005685240317,-3.7801601795726025,-4.911596184745615,-4.5021773684439745,-4.502121962744454,2.275646885142252,2.2512295739348365,1.5755028426201585,1.8900800897863013,2.455798092372808,2.2510886842219873,2.251060981372227
2,3.0,-1.703391901728725,-1.6769047619047615,-0.3688167841291945,-1.5177692102365552,-0.947564193262669,-1.6768609477400638,-1.6768861632850913,0.8516959508643627,0.8384523809523808,0.18440839206459733,0.7588846051182779,0.4737820966313345,0.8384304738700326,0.8384430816425457
3,2.0,-0.6961238370042998,-0.3250255639097744,0.6428479411098892,-0.5595761725830026,-0.8423478538798559,-0.3250835862650099,-0.3251569129557378,0.34806191850214996,0.16251278195488728,-0.3214239705549446,0.2797880862915013,0.42117392693992817,0.16254179313250494,0.16257845647786898
4,2.0,0.19147951719626602,0.2330115288220551,1.2994926257418244,0.37178290359268507,2.2147710833052225,0.23300578741406244,0.23305242020550962,-0.09573975859813301,-0.11650576441102754,-0.649746312870912,-0.1858914517963425,-1.1073855416526113,-0.1165028937070312,-0.11652621010275481
5,2.0,-1.8788072756144871,-1.5417508771929835,0.15067369333582015,-0.9237036107061364,-4.189005118435382,-1.541521855328272,-1.5413949355929366,0.9394036378072438,0.7708754385964921,-0.07533684666791006,0.46185180535306847,2.0945025592176916,0.7707609276641362,0.7706974677964684
6,2.0,0.6387446946915608,0.5276085213032582,0.7959913610484308,0.31474881150351214,0.5796361010211883,0.5276134492414781,0.5275492703014681,-0.31937234734578035,-0.2638042606516291,-0.3979956805242153,-0.15737440575175607,-0.2898180505105941,-0.263806724620739,-0.26377463515073407
7,2.0,-0.5797997793606433,-0.5579669172932331,-0.38014433777034984,-0.07266410631196615,-3.8994198590369233,-0.5578104713037781,-0.5576755207561074,0.28989988968032177,0.2789834586466166,0.19007216888517497,0.03633205315598309,1.9497099295184621,0.27890523565188907,0.2788377603780537
8,3.0,1.230425838781773,1.3439639097744358,-0.11787759373242648,0.8051859426324035,0.16707716236412545,1.3438237529338912,1.343700636683766,-0.6152129193908865,-0.6719819548872179,0.05893879686621324,-0.40259297131620175,-0.08353858118206273,-0.6719118764669454,-0.671850318341883
9,2.0,-1.135347657451919,-0.9511052631578941,0.5382780327783097,-0.8266030454964571,-0.5378462133094501,-0.9510613563653257,-0.9510469806527964,0.5676738287259595,0.4755526315789472,-0.26913901638915483,0.41330152274822857,0.26892310665472524,0.47553067818266304,0.47552349032639823
10,2.0,-1.3509713885010433,-1.4107834586466166,-1.4378350825977424,-1.5851494236680794,0.6147852651546875,-1.41076695267588,-1.4108515056562494,0.6754856942505217,0.7053917293233087,0.7189175412988713,0.79257471183404,-0.30739263257734356,0.70538347633794,0.7054257528281248
11,2.0,1.11542062877353,1.0034922305764415,0.3364563944266379,0.7695136732118706,1.9878438234959488,1.0034226288944146,1.0033319682166386,-0.557710314386765,-0.5017461152882207,-0.16822819721331894,-0.3847568366059353,-0.9939219117479744,-0.5017113144472073,-0.5016659841083193
12,2.0,0.9323933764427009,0.9733177944862157,-0.1685577097438674,0.8378727918321573,-0.8787050231597513,0.9731966593930268,0.9732301707910183,-0.46619668822135046,-0.48665889724310774,0.08427885487193372,-0.41893639591607834,0.43935251157987565,-0.4865983296965134,-0.48661508539550913
13,2.0,0.0075089004274630534,0.1457177944862156,-2.311437115662393,-0.35773580438311636,-1.301714786717489,0.14545162642526333,0.14539671322089254,-0.003754450213731526,-0.07285889724310776,1.1557185578311968,0.17886790219155824,0.6508573933587446,-0.07272581321263166,-0.07269835661044625
14,2.0,1.0141094576010228,0.992810025062657,0.25437095999998016,0.6873714644052293,0.9037954150074259,0.9926081051936666,0.9926078749967627,-0.5070547288005114,-0.4964050125313284,-0.12718547999999,-0.3436857322026145,-0.4518977075037129,-0.49630405259683297,-0.4963039374983812
15,3.0,4.5027808047331055,4.638088721804517,3.173027672585688,4.3941654935200996,-2.35600574144979,4.637781841881336,4.637881309801259,-2.2513904023665527,-2.3190443609022573,-1.586513836292844,-2.1970827467600493,1.1780028707248953,-2.318890920940668,-2.3189406549006293
16,2.0,-1.9334459302563611,-2.174283709273181,2.6097136949916,-1.6647352474307167,7.357050973061302,-2.173806672704541,-2.1738446303629058,0.9667229651281806,1.0871418546365905,-1.3048568474957998,0.8323676237153586,-3.6785254865306496,1.086903336352271,1.0869223151814529
17,2.0,3.448426328450233,3.5297814536340844,2.51888710334555,3.151577294341648,4.7975705468255105,3.52968149900927,3.5295318876387185,-1.7242131642251148,-1.7648907268170417,-1.259443551672775,-1.5757886471708233,-2.3987852734127553,-1.764840749504635,-1.7647659438193593
